Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",ceux-ci,appartenaient,ci,nsubj,root,obl:mod,3,8,4,[3],[4],appartenir,0,_,_,677,364,677,['74'],['74'],['74'],[],[],[],[],True,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",ceux-ci,appartenaient,à l’armée britannique,nsubj,root,obl:arg,3,8,11,[3],"[9, 10, 11, 12]",appartenir,0,_,_,677,364,677,['74'],[],['74'],[],[],[],[],True,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",ceux-ci,appartenaient,sous-lieutenants à 7   000   F brigadiers à 60,nsubj,root,obj,3,8,51,[3],"[51, 52, 53, 54, 55, 56, 57, 59, 60, 61]",appartenir,0,_,_,677,364,677,['74'],[],['74'],[],[],[],[],True,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",NaN,dite,NaN,NaN,acl,NaN,,14,,[],[],dire,11,_,_,677,364,677,[],[],[],[],[],[],[],False,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",les autres,commandaient,les troupes indigènes de cipayes,nsubj,advcl,obj,17,18,20,"[16, 17]","[19, 20, 21, 22, 23]",commander,8,_,_,677,364,677,['310'],[],['310'],[],[],[],[],True,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",NaN,appointés,même à présent,NaN,acl,obl:mod,,27,31,[],"[29, 30, 31]",appointer,20,_,_,677,364,677,[],[],[],[],[],[],[],False,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",le gouvernement,substitué,s’,nsubj,acl,expl:comp,34,37,35,"[33, 34]",[35],substituer,31,_,_,677,364,677,[],[],[],[],[],[],[],False,False,False
"De ceux - ci, les uns appartenaient à l’ armée britannique proprement dite, les autres commandaient les troupes indigènes de cipayes, tous chèrement appointés, même à présent que le gouvernement s’ est substitué aux droits et aux charges de l’ ancienne Compagnie des Indes  : sous-lieutenants à 7   000   F, brigadiers à 60   000, généraux à 100   000Le traitement des fonctionnaires civils est encore plus élevé.",le gouvernement,substitué,aux droits et aux charges de l’ancienne Compagnie des Indes,nsubj,acl,obl:arg,34,37,39,"[33, 34]","[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]",substituer,31,_,_,677,364,677,[],[],[],[],[],[],[],False,False,False
"Les simples assistants, au premier degré de la hiérarchie, ont 12   000 francs  ; les juges, 60   000   F  ; les présidents de cour, 250   000   F  ; les gouverneurs, 300   000   F, et le gouverneur général, plus de 600   000  F.( Note de l’ auteur)..",Les simples assistants au premier degré de la hiérarchie,ont,NaN,nsubj,root,NaN,3,12,,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",[],avoir,0,_,_,678,364,678,['311'],[],['311'],[],[],[],[],True,False,False
"On vivait donc bien à bord du Mongolia, dans cette société de fonctionnaires, auxquels se mêlaient quelques jeunes Anglais, qui, le million en poche, allaient fonder au loin des comptoirs de commerce.",On,vivait,à bord du Mongolia,nsubj,root,obl:mod,1,2,6,[1],"[5, 6, 7, 8]",vivre,0,_,_,679,365,679,['48'],[],['48'],[],[],[],[],True,False,False
"On vivait donc bien à bord du Mongolia, dans cette société de fonctionnaires, auxquels se mêlaient quelques jeunes Anglais, qui, le million en poche, allaient fonder au loin des comptoirs de commerce.",On,vivait,dans cette société de fonctionnaires,nsubj,root,obl:mod,1,2,12,[1],"[10, 11, 12, 13, 14]",vivre,0,_,_,679,365,679,['48'],['74'],"['48', '74']",[],[],[],[],True,False,False
"On vivait donc bien à bord du Mongolia, dans cette société de fonctionnaires, auxquels se mêlaient quelques jeunes Anglais, qui, le million en poche, allaient fonder au loin des comptoirs de commerce.",NaN,mêlaient,se,NaN,dep,expl:comp,,18,17,[],[17],mêler,30,_,_,679,365,679,[],[],[],[],[],[],[],False,False,False
"On vivait donc bien à bord du Mongolia, dans cette société de fonctionnaires, auxquels se mêlaient quelques jeunes Anglais, qui, le million en poche, allaient fonder au loin des comptoirs de commerce.",quelques jeunes Anglais qui le million en poche,allaient,NaN,nsubj,xcomp,NaN,21,30,,"[19, 20, 21, 23, 25, 26, 27, 28]",[],aller,2,_,_,679,365,679,['153'],[],['153'],[],[],[],[],True,False,False
"On vivait donc bien à bord du Mongolia, dans cette société de fonctionnaires, auxquels se mêlaient quelques jeunes Anglais, qui, le million en poche, allaient fonder au loin des comptoirs de commerce.",quelques jeunes Anglais qui le million en poche,fonder,au loin des comptoirs de commerce,nsubj,xcomp,obl:mod,21,31,35,"[19, 20, 21, 23, 25, 26, 27, 28]","[32, 33, 34, 35, 36, 37]",fonder,30,_,_,679,365,679,['153'],[],['153'],[],[],[],[],True,False,False
"Le«   purser  », l’ homme de confiance de la Compagnie, l’ égal du capitaine à bord, faisait somptueusement les choses.",purser   l’homme de confiance de la Compagnie l’égal du capitaine à bord,faisait,les choses,nsubj,root,obj,4,23,26,"[4, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21]","[25, 26]",faire,0,_,_,680,365,680,"['315', '316']",[],"['315', '316']",[],[],[],[],True,False,False
"Au déjeuner du matin, au lunch de deux heures, au dîner de cinq heures et demie, au souper de huit heures, les tables pliaient sous les plats de viande fraîche et les entremets fournis par la boucherie et les offices du paquebot.",les tables,pliaient,Au déjeuner du matin,nsubj,root,obl:mod,27,28,2,"[26, 27]","[1, 2, 3, 4]",plier,0,_,_,681,365,681,[],[],[],[],[],[],[],False,False,False
"Au déjeuner du matin, au lunch de deux heures, au dîner de cinq heures et demie, au souper de huit heures, les tables pliaient sous les plats de viande fraîche et les entremets fournis par la boucherie et les offices du paquebot.",les tables,pliaient,au lunch de deux heures,nsubj,root,obl:mod,27,28,7,"[26, 27]","[6, 7, 8, 9, 10]",plier,0,_,_,681,365,681,[],[],[],[],[],[],[],False,False,False
"Au déjeuner du matin, au lunch de deux heures, au dîner de cinq heures et demie, au souper de huit heures, les tables pliaient sous les plats de viande fraîche et les entremets fournis par la boucherie et les offices du paquebot.",les tables,pliaient,au dîner de cinq heures et demie,nsubj,root,obl:mod,27,28,13,"[26, 27]","[12, 13, 14, 15, 16, 17, 18]",plier,0,_,_,681,365,681,[],[],[],[],[],[],[],False,False,False
"Au déjeuner du matin, au lunch de deux heures, au dîner de cinq heures et demie, au souper de huit heures, les tables pliaient sous les plats de viande fraîche et les entremets fournis par la boucherie et les offices du paquebot.",les tables,pliaient,au souper de huit heures,nsubj,root,obl:mod,27,28,21,"[26, 27]","[20, 21, 22, 23, 24]",plier,0,_,_,681,365,681,[],[],[],[],[],[],[],False,False,False
"Au déjeuner du matin, au lunch de deux heures, au dîner de cinq heures et demie, au souper de huit heures, les tables pliaient sous les plats de viande fraîche et les entremets fournis par la boucherie et les offices du paquebot.",les tables,pliaient,sous les plats de viande fraîche et les entremets,nsubj,root,obl:arg,27,28,31,"[26, 27]","[29, 30, 31, 32, 33, 34, 35, 36, 37]",plier,0,_,_,681,365,681,[],[],[],[],[],[],[],False,False,False
"Au déjeuner du matin, au lunch de deux heures, au dîner de cinq heures et demie, au souper de huit heures, les tables pliaient sous les plats de viande fraîche et les entremets fournis par la boucherie et les offices du paquebot.",NaN,fournis,par la boucherie et les offices du paquebot,NaN,acl,obl:agent,,38,41,[],"[39, 40, 41, 42, 43, 44, 45, 46]",fournir,37,_,_,681,365,681,[],[],[],[],"['la boucherie', 'les offices du paquebot']","['la boucherie', 'les offices du paquebot']",['FAC'],False,True,False
Les passagères– il y en avait quelques - unes– changeaient de toilette deux fois par jour.,NaN,avait,y,NaN,parataxis,expl:comp,,7,5,[],[5],avoir,2,_,_,682,365,682,[],[],[],[],[],[],[],False,False,False
Les passagères– il y en avait quelques - unes– changeaient de toilette deux fois par jour.,NaN,avait,quelques-unes,NaN,parataxis,obj,,7,9,[],"[8, 9]",avoir,2,_,_,682,365,682,[],['318'],['318'],[],[],[],[],True,False,False
Les passagères– il y en avait quelques - unes– changeaient de toilette deux fois par jour.,NaN,avait,unes,NaN,parataxis,obj,,7,10,[],[10],avoir,2,_,_,682,365,682,[],['318'],['318'],[],[],[],[],True,False,False
Les passagères– il y en avait quelques - unes– changeaient de toilette deux fois par jour.,Les passagères,changeaient,de toilette,nsubj,root,obl:arg,2,12,14,"[1, 2]","[13, 14]",changer,0,_,_,682,365,682,['317'],[],['317'],[],[],[],[],True,False,False
Les passagères– il y en avait quelques - unes– changeaient de toilette deux fois par jour.,Les passagères,changeaient,deux fois par jour,nsubj,root,obl:mod,2,12,16,"[1, 2]","[15, 16, 17, 18]",changer,0,_,_,682,365,682,['317'],[],['317'],[],[],[],[],True,False,False
"On faisait de la musique, on dansait même, quand la mer le permettait.",On,faisait,de la musique,nsubj,root,obj,1,2,5,[1],"[3, 4, 5]",faire,0,_,_,683,365,683,['48'],[],['48'],[],[],[],[],True,False,False
"On faisait de la musique, on dansait même, quand la mer le permettait.",on,dansait,NaN,nsubj,advcl,NaN,7,8,,[7],[],danser,2,_,_,683,365,683,['48'],[],['48'],[],[],[],[],True,False,False
"On faisait de la musique, on dansait même, quand la mer le permettait.",la mer,permettait,le,nsubj,advcl,obj,13,15,14,"[12, 13]",[14],permettre,8,_,_,683,365,683,[],[],[],['la mer'],[],['la mer'],['LOC'],False,True,False
"Quand le vent soufflait soit de la côte d’ Asie, soit de la côte d’ Afrique, le Mongolia, long fuseau à hélice, pris par le travers, roulait épouvantablement.",le vent,soufflait,soit de la côte d’Asie soit de la côte d’Afrique,nsubj,advcl,obj,3,4,8,"[2, 3]","[5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17]",souffler,32,_,_,685,366,685,[],[],[],[],[],[],[],False,False,False
"Quand le vent soufflait soit de la côte d’ Asie, soit de la côte d’ Afrique, le Mongolia, long fuseau à hélice, pris par le travers, roulait épouvantablement.",NaN,pris,par le travers,NaN,acl,obl:agent,,27,30,[],"[28, 29, 30]",prendre,20,_,_,685,366,685,[],[],[],[],[],[],[],False,False,False
"Quand le vent soufflait soit de la côte d’ Asie, soit de la côte d’ Afrique, le Mongolia, long fuseau à hélice, pris par le travers, roulait épouvantablement.",le Mongolia long fuseau à hélice,roulait,NaN,nsubj,root,NaN,20,32,,"[19, 20, 22, 23, 24, 25]",[],rouler,0,_,_,685,366,685,[],[],[],[],[],[],[],False,False,False
Les dames disparaissaient alors  ; les pianos se taisaient  ; chants et danses cessaient à la fois.,Les dames,disparaissaient,NaN,nsubj,root,NaN,2,3,,"[1, 2]",[],disparaître,0,_,_,686,366,686,['319'],[],['319'],[],[],[],[],True,False,False
Les dames disparaissaient alors  ; les pianos se taisaient  ; chants et danses cessaient à la fois.,les pianos,taisaient,se,nsubj,root,obj,8,10,9,"[7, 8]",[9],taire,0,_,_,686,366,686,[],[],[],[],[],[],[],False,False,False
Les dames disparaissaient alors  ; les pianos se taisaient  ; chants et danses cessaient à la fois.,chants et danses,cessaient,à la fois,nsubj,root,obl:mod,13,16,19,"[13, 14, 15]","[17, 18, 19]",cesser,0,_,_,686,366,686,[],[],[],[],[],[],[],False,False,False
"Et pourtant, malgré la rafale, malgré la houle, le paquebot, poussé par sa puissante machine, courait sans retard vers le détroit de Bab - el - Mandeb.",NaN,poussé,par sa puissante machine,NaN,acl,obl:agent,,15,19,[],"[16, 17, 18, 19]",pousser,13,_,_,687,366,687,[],[],[],[],[],[],[],False,False,False
"Et pourtant, malgré la rafale, malgré la houle, le paquebot, poussé par sa puissante machine, courait sans retard vers le détroit de Bab - el - Mandeb.",le paquebot,courait,malgré la rafale,nsubj,root,obl:mod,13,21,6,"[12, 13]","[4, 5, 6]",courir,0,_,_,687,366,687,[],[],[],[],[],[],[],False,False,False
"Et pourtant, malgré la rafale, malgré la houle, le paquebot, poussé par sa puissante machine, courait sans retard vers le détroit de Bab - el - Mandeb.",le paquebot,courait,malgré la houle,nsubj,root,obl:mod,13,21,10,"[12, 13]","[8, 9, 10]",courir,0,_,_,687,366,687,[],[],[],[],[],[],[],False,False,False
"Et pourtant, malgré la rafale, malgré la houle, le paquebot, poussé par sa puissante machine, courait sans retard vers le détroit de Bab - el - Mandeb.",le paquebot,courait,sans retard,nsubj,root,obl:mod,13,21,23,"[12, 13]","[22, 23]",courir,0,_,_,687,366,687,[],[],[],[],[],[],[],False,False,False
"Et pourtant, malgré la rafale, malgré la houle, le paquebot, poussé par sa puissante machine, courait sans retard vers le détroit de Bab - el - Mandeb.",le paquebot,courait,vers le détroit de Bab-el-Mandeb,nsubj,root,obl:arg,13,21,26,"[12, 13]","[24, 25, 26, 27, 28, 29, 30, 31, 32]",courir,0,_,_,687,366,687,[],[],[],[],[],[],[],False,False,False
Que faisait Phileas Fogg pendant ce temps  ?,Phileas Fogg pendant ce temps,faisait,Que,nsubj,root,obj,3,2,1,"[3, 4, 5, 6, 7]",[1],faire,0,_,_,688,367,688,['3'],[],['3'],[],[],[],[],True,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",On,pourrait,NaN,nsubj,root,NaN,1,2,,[1],[],pouvoir,0,_,_,689,367,689,[],[],[],[],[],[],[],False,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",On,croire,NaN,nsubj,xcomp,NaN,1,3,,[1],[],croire,2,_,_,689,367,689,[],[],[],[],[],[],[],False,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",il,préoccupait,se,nsubj,ccomp,expl:comp,11,13,12,[11],[12],préoccuper,3,_,_,689,367,689,['3'],[],['3'],[],[],[],[],True,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",il,préoccupait,des changements de vent nuisibles à la marche du navire des mouvements désordonnés de la houle enfin de toutes les avaries possibles,nsubj,ccomp,obl:arg,11,13,15,[11],"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 41, 42, 43, 44, 45, 46]",préoccuper,3,_,_,689,367,689,['3'],[],['3'],[],[],[],[],True,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",qui,risquaient,NaN,nsubj,acl:relcl,NaN,31,32,,[31],[],risquer,26,_,_,689,367,689,[],[],[],[],[],[],[],False,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",qui,occasionner,un accident à la machine,nsubj,xcomp,obj,31,34,36,[31],"[35, 36, 37, 38, 39]",occasionner,32,_,_,689,367,689,[],[],[],[],[],[],[],False,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",qui,obligeant,le Mongolia,nsubj,advcl,obj,47,50,52,[47],"[51, 52]",obliger,60,_,_,689,367,689,[],['3'],['3'],[],[],[],[],True,False,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",NaN,relâcher,dans quelque port,NaN,xcomp,obl:arg,,54,57,[],"[55, 56, 57]",relâcher,50,_,_,689,367,689,[],[],[],[],['quelque port'],['quelque port'],['FAC'],False,True,False
"On pourrait croire que, toujours inquiet et anxieux, il se préoccupait des changements de vent nuisibles à la marche du navire, des mouvements désordonnés de la houle qui risquaient d’ occasionner un accident à la machine, enfin de toutes les avaries possibles qui, en obligeant le Mongolia à relâcher dans quelque port, auraient compromis son voyage  ?",qui,compromis,son voyage,nsubj,acl:relcl,obj,47,60,62,[47],"[61, 62]",compromettre,45,_,_,689,367,689,[],['3'],['3'],[],[],[],[],True,False,False
"Aucunement, ou tout au moins, si ce gentleman songeait à ces éventualités, il n’ en laissait rien paraître.",ce gentleman,songeait,à ces éventualités,nsubj,advcl,obl:arg,10,11,14,"[9, 10]","[12, 13, 14]",songer,19,_,_,690,368,690,['1'],[],['1'],[],[],[],[],True,False,False
"Aucunement, ou tout au moins, si ce gentleman songeait à ces éventualités, il n’ en laissait rien paraître.",il,laissait,rien,nsubj,root,obj,16,19,20,[16],[20],laisser,0,_,_,690,368,690,['1'],[],['1'],[],[],[],[],True,False,False
"Aucunement, ou tout au moins, si ce gentleman songeait à ces éventualités, il n’ en laissait rien paraître.",il,paraître,NaN,nsubj,xcomp,NaN,16,21,,[16],[],paraître,19,Dpt au sens large,VERB,690,368,690,['1'],[],['1'],[],[],[],[],True,False,False
"C’ était toujours l’ homme impassible, le membre imperturbable du Reform - Club, qu’ aucun incident ou accident ne pouvait surprendre.",aucun incident ou accident,pouvait,NaN,nsubj,acl:relcl,NaN,18,22,,"[17, 18, 19, 20]",[],pouvoir,5,_,_,691,368,691,[],[],[],[],[],[],[],False,False,False
"C’ était toujours l’ homme impassible, le membre imperturbable du Reform - Club, qu’ aucun incident ou accident ne pouvait surprendre.",aucun incident ou accident,surprendre,NaN,nsubj,xcomp,NaN,18,23,,"[17, 18, 19, 20]",[],surprendre,22,_,_,691,368,691,[],[],[],[],[],[],[],False,False,False
Il ne paraissait pas plus ému que les chronomètres du bord.,Il,paraissait,NaN,nsubj,root,NaN,1,3,,[1],[],paraître,0,_,_,692,368,692,['1'],[],['1'],[],[],[],[],True,False,False
On le voyait rarement sur le pont.,On,voyait,le,nsubj,root,obj,1,3,2,[1],[2],voir,0,_,_,693,368,693,['320'],['1'],"['320', '1']",[],[],[],[],True,False,False
On le voyait rarement sur le pont.,On,voyait,sur le pont,nsubj,root,obl:mod,1,3,7,[1],"[5, 6, 7]",voir,0,_,_,693,368,693,['320'],[],['320'],[],['le pont'],['le pont'],['FAC'],True,True,True
"Il s’ inquiétait peu d’ observer cette mer Rouge, si féconde en souvenirs, ce théâtre des premières scènes historiques de l’ humanité.",Il,inquiétait,s’,nsubj,root,expl:comp,1,3,2,[1],[2],inquiéter,0,_,_,694,368,694,['1'],[],['1'],[],[],[],[],True,False,False
"Il s’ inquiétait peu d’ observer cette mer Rouge, si féconde en souvenirs, ce théâtre des premières scènes historiques de l’ humanité.",Il,observer,cette mer Rouge si féconde en souvenirs ce théâtre des premières scènes historiques de l’humanité,nsubj,xcomp,obj,1,6,8,[1],"[7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24]",observer,3,_,_,694,368,694,['1'],[],['1'],[],['cette mer rouge'],['cette mer rouge'],['LOC'],True,True,True
"Il ne venait pas reconnaître les curieuses villes semées sur ses bords, et dont la pittoresque silhouette se découpait quelquefois à l’ horizon.",Il,venait,NaN,nsubj,root,NaN,1,3,,[1],[],venir,0,_,_,695,368,695,['1'],[],['1'],[],[],[],[],True,False,False
"Il ne venait pas reconnaître les curieuses villes semées sur ses bords, et dont la pittoresque silhouette se découpait quelquefois à l’ horizon.",Il,reconnaître,les curieuses villes,nsubj,xcomp,obj,1,5,8,[1],"[6, 7, 8]",reconnaître,3,Dynamicité spatiale sans dpt,VERB,695,368,695,['1'],[],['1'],[],[],[],[],True,False,False
"Il ne venait pas reconnaître les curieuses villes semées sur ses bords, et dont la pittoresque silhouette se découpait quelquefois à l’ horizon.",NaN,semées,sur ses bords,NaN,acl,obl:mod,,9,12,[],"[10, 11, 12]",semer,8,_,_,695,368,695,[],[],[],[],['ses'],['ses'],['LOC'],False,True,False
"Il ne venait pas reconnaître les curieuses villes semées sur ses bords, et dont la pittoresque silhouette se découpait quelquefois à l’ horizon.",dont la pittoresque silhouette,découpait,à l’horizon,nsubj,conj,obl:mod,18,20,24,"[15, 16, 17, 18]","[22, 23, 24]",découper,9,_,_,695,368,695,[],[],[],[],[],[],[],False,False,False
"Il ne rêvait même pas aux dangers de ce golfe Arabique, dont les anciens historiens, Strabon, Arrien, Arthémidore, Edrisi, ont toujours parlé avec épouvante, et sur lequel les navigateurs ne se hasardaient jamais autrefois sans avoir consacré leur voyage par des sacrifices propitiatoires.",Il,rêvait,aux dangers de ce golfe Arabique.,nsubj,root,obl:arg,1,3,7,[1],"[6, 7, 8, 9, 10, 11, 51]",rêver,0,_,_,696,368,696,['1'],[],['1'],[],['ce golfe arabique'],['ce golfe arabique'],['LOC'],True,True,True
"Il ne rêvait même pas aux dangers de ce golfe Arabique, dont les anciens historiens, Strabon, Arrien, Arthémidore, Edrisi, ont toujours parlé avec épouvante, et sur lequel les navigateurs ne se hasardaient jamais autrefois sans avoir consacré leur voyage par des sacrifices propitiatoires.",dont les anciens historiens Strabon Arrien Arthémidore Edrisi,parlé,avec épouvante,nsubj,acl:relcl,obl:mod,16,28,30,"[13, 14, 15, 16, 18, 20, 22, 24]","[29, 30]",parler,10,_,_,696,368,696,['321'],[],['321'],[],[],[],[],True,False,False
"Il ne rêvait même pas aux dangers de ce golfe Arabique, dont les anciens historiens, Strabon, Arrien, Arthémidore, Edrisi, ont toujours parlé avec épouvante, et sur lequel les navigateurs ne se hasardaient jamais autrefois sans avoir consacré leur voyage par des sacrifices propitiatoires.",les navigateurs,hasardaient,sur lequel,nsubj,conj,obl:mod,36,39,34,"[35, 36]","[33, 34]",hasarder,28,_,_,696,368,696,[],[],[],[],[],[],[],False,False,False
"Il ne rêvait même pas aux dangers de ce golfe Arabique, dont les anciens historiens, Strabon, Arrien, Arthémidore, Edrisi, ont toujours parlé avec épouvante, et sur lequel les navigateurs ne se hasardaient jamais autrefois sans avoir consacré leur voyage par des sacrifices propitiatoires.",les navigateurs,hasardaient,se,nsubj,conj,expl:comp,36,39,38,"[35, 36]",[38],hasarder,28,_,_,696,368,696,[],[],[],[],[],[],[],False,False,False
"Il ne rêvait même pas aux dangers de ce golfe Arabique, dont les anciens historiens, Strabon, Arrien, Arthémidore, Edrisi, ont toujours parlé avec épouvante, et sur lequel les navigateurs ne se hasardaient jamais autrefois sans avoir consacré leur voyage par des sacrifices propitiatoires.",les navigateurs,consacré,leur voyage,nsubj,advcl,obj,36,44,46,"[35, 36]","[45, 46]",consacrer,39,_,_,696,368,696,[],[],[],[],[],[],[],False,False,False
"Il ne rêvait même pas aux dangers de ce golfe Arabique, dont les anciens historiens, Strabon, Arrien, Arthémidore, Edrisi, ont toujours parlé avec épouvante, et sur lequel les navigateurs ne se hasardaient jamais autrefois sans avoir consacré leur voyage par des sacrifices propitiatoires.",les navigateurs,consacré,par des sacrifices propitiatoires,nsubj,advcl,obl:mod,36,44,49,"[35, 36]","[47, 48, 49, 50]",consacrer,39,_,_,696,368,696,[],[],[],[],[],[],[],False,False,False
"Que faisait donc cet original, emprisonné dans le Mongolia  ?",cet original,faisait,NaN,nsubj,root,NaN,5,2,,"[4, 5]",[],faire,0,_,_,697,369,697,['1'],[],['1'],[],[],[],[],True,False,False
"Que faisait donc cet original, emprisonné dans le Mongolia  ?",NaN,emprisonné,dans le Mongolia,NaN,acl,obl:arg,,7,10,[],"[8, 9, 10]",emprisonner,5,_,_,697,369,697,[],[],[],[],[],[],[],False,False,False
"D’ abord il faisait ses quatre repas par jour, sans que jamais ni roulis ni tangage pussent détraquer une machine si merveilleusement organisée.",il,faisait,ses quatre repas,nsubj,root,obj,3,4,7,[3],"[5, 6, 7]",faire,0,_,_,698,369,698,['1'],['1'],['1'],[],[],[],[],True,False,False
"D’ abord il faisait ses quatre repas par jour, sans que jamais ni roulis ni tangage pussent détraquer une machine si merveilleusement organisée.",il,faisait,par jour,nsubj,root,obl:mod,3,4,9,[3],"[8, 9]",faire,0,_,_,698,369,698,['1'],[],['1'],[],[],[],[],True,False,False
"D’ abord il faisait ses quatre repas par jour, sans que jamais ni roulis ni tangage pussent détraquer une machine si merveilleusement organisée.",ni roulis ni tangage,pussent,NaN,nsubj,advcl,NaN,15,18,,"[14, 15, 16, 17]",[],pouvoir,4,_,_,698,369,698,[],[],[],[],[],[],[],False,False,False
"D’ abord il faisait ses quatre repas par jour, sans que jamais ni roulis ni tangage pussent détraquer une machine si merveilleusement organisée.",ni roulis ni tangage,détraquer,une machine,nsubj,xcomp,obj,15,19,21,"[14, 15, 16, 17]","[20, 21]",détraquer,18,_,_,698,369,698,[],[],[],[],[],[],[],False,False,False
