Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter,time_entity_id,time_texte,time_kind,time_precision,time_code,time_datetime,time_debut,time_fin,time_jour_romanesque,time_duration_value,time_duration_unit,time_duration_relation,time_source,time_ud_governor,lieu_manuel,lieu_mention_manuelle,relation_lieu_manuelle,type_lieu_manuel,tous_lieux_manuels
"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",qui,coupa,par inattention,nsubj,acl:relcl,obl:mod,13.0,17,15.0,5452.0,5456,5454.0,[13],"[14, 15]",couper,8,_,_,216,91,217,['2'],[],['2'],[],[],[],[],True,False,False,3,49,pendant cette journée du 29 septembre,date_absolue,jour,1872-09-29-00-00,1872-09-29 00:00,,,-2.0,,,,precedent_context,remarqué,,,,,
"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",qui,coupa,une carte maîtresse mais non compris le mauvais temps les vents contraires les naufrages les déraillements etc.,nsubj,acl:relcl,obj,13.0,17,19.0,5452.0,5456,5458.0,[13],"[18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 36, 37, 39]",couper,8,_,_,216,91,217,['2'],[],['2'],[],[],[],[],True,False,False,3,49,pendant cette journée du 29 septembre,date_absolue,jour,1872-09-29-00-00,1872-09-29 00:00,,,-2.0,,,,precedent_context,remarqué,,,,,
-Je sauterai mathématiquement.,-Je,sauterai,,nsubj,root,,1.0,2,,5949.0,5950,,[1],[],sauter,0,_,_,254,121,255,['0'],[],['0'],[],[],[],[],True,False,False,3,63,tout de suite,date_absolue,heure,1872-10-02-18-00,1872-10-02 18:00,,,1.0,,,,precedent_context,.,,,,,
"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",Il,gagner,,nsubj,advcl,,1.0,8,,6185.0,6192,,[1],[],gagner,6,Dpt au sens large,VERB,270,128,271,['0'],[],['0'],[],[],[],[],True,False,False,3,68,-ce soir même,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,répondit,,,,,
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,Quant à ses adversaires,nsubj,root,obl:mod,8.0,9,4.0,6243.0,6244,6239.0,[8],"[1, 2, 3, 4]",paraître,0,_,_,271,128,272,['4'],"['0', '4']","['4', '0']",[],[],[],[],True,False,False,3,68,-ce soir même,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,répondit,,,,,
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,eux,nsubj,root,obl:mod,8.0,9,6.0,6243.0,6244,6241.0,[8],[6],paraître,0,_,_,271,128,272,['4'],['4'],['4'],[],[],[],[],True,False,False,3,68,-ce soir même,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,répondit,,,,,
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,non pas à cause de la valeur de l'enjeu,nsubj,root,obl:mod,8.0,9,15.0,6243.0,6244,6250.0,[8],"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",paraître,0,_,_,271,128,272,['4'],[],['4'],[],[],[],[],True,False,False,3,68,-ce soir même,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,répondit,,,,,
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,gagné,une vingtaine de guinées,nsubj,advcl,obj,6.0,11,13.0,6337.0,6342,6344.0,"[6, 7]","[12, 13, 14, 15]",gagner,19,_,_,278,132,279,['0'],[],['0'],[],[],[],[],True,False,False,4,74,à sept heures vingt-cinq,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,ud_scope_anchor,prit,reform_club,le reform - club,SRC source,FAC,reform_club
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,gagné,au whist,nsubj,advcl,obl:mod,6.0,11,17.0,6337.0,6342,6348.0,"[6, 7]","[16, 17]",gagner,19,_,_,278,132,279,['0'],[],['0'],[],[],[],[],True,False,False,4,74,à sept heures vingt-cinq,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,ud_scope_anchor,prit,reform_club,le reform - club,SRC source,FAC,reform_club
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,quitta,le Reform-Club,nsubj,conj,obj,6.0,27,29.0,6337.0,6358,6360.0,"[6, 7]","[28, 29]",quitter,19,28,_,278,132,279,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True,4,74,à sept heures vingt-cinq,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,ud_scope_anchor,prit,reform_club,le reform - club,SRC source,FAC,reform_club
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,quitta,Reform-Club,nsubj,conj,obl:arg,6.0,27,30.0,6337.0,6358,6361.0,"[6, 7]",[30],quitter,19,28,_,278,132,279,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True,4,74,à sept heures vingt-cinq,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,ud_scope_anchor,prit,reform_club,le reform - club,SRC source,FAC,reform_club
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,quitta,Reform-Club,nsubj,conj,obl:arg,6.0,27,31.0,6337.0,6358,6362.0,"[6, 7]",[31],quitter,19,28,_,278,132,279,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True,4,74,à sept heures vingt-cinq,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,ud_scope_anchor,prit,reform_club,le reform - club,SRC source,FAC,reform_club
"Passepartout, qui avait consciencieusement étudié son programme, fut assez surpris en voyant Mr. Fogg, coupable d' inexactitude, apparaître à cette heure insolite.",Passepartout,apparaître,à cette heure insolite,nsubj:pass,xcomp,obl:mod,1.0,22,25.0,6381.0,6402,6405.0,[1],"[23, 24, 25, 26]",apparaître,12,Dpt au sens large,VERB,280,133,281,['1'],[],['1'],[],[],[],[],True,False,False,4,76,cette heure insolite,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,objet,apparaître,,,,,
"Suivant la notice, le locataire de Saville - row ne devait rentrer qu' à minuit précis.",le locataire de Saville-row,rentrer,qu'à minuit précis,nsubj,xcomp,obl:mod,6.0,13,16.0,6413.0,6420,6423.0,"[5, 6, 7, 8, 9, 10]","[14, 15, 16, 17]",rentrer,12,Dpt au sens large,VERB,281,133,282,['0'],[],['0'],['10'],[],['10'],['FAC'],True,True,True,4,77,minuit précis,date_absolue,jour,1872-10-03-00-00,1872-10-03 00:00,,,2.0,,,,objet,rentrer,rue_fogg,saville - row,lieu_sans_relation,FAC,rue_fogg
"Phileas Fogg était tout d' abord monté à sa chambre, puis il appela:",Phileas Fogg,monté,à sa chambre,nsubj,root,obl:arg,1.0,7,10.0,6426.0,6432,6435.0,"[1, 2]","[8, 9, 10]",monter,0,20,_,282,134,283,['0'],['0'],['0'],[],['45'],['45'],['FAC'],True,True,True,4,75,à sept heures cinquante,date_absolue,heure,1872-10-02-19-00,1872-10-02 19:00,,,1.0,,,,precedent_context,ouvrait,chambre_fogg,à sa chambre,GOL goal,FAC,chambre_fogg
Nous allons faire le tour du monde.»,Nous,allons,,nsubj,root,,1.0,2,,6581.0,6582,,[1],[],aller,0,_,_,297,144,298,['11'],[],['11'],[],[],[],[],True,False,False,4,79,dans dix minutes,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,partons,,,,,
Vous descendrez mon mackintosh et ma couverture de voyage.,Vous,descendrez,mon mackintosh et ma couverture de voyage,nsubj,root,obj,1.0,2,4.0,6708.0,6709,6711.0,[1],"[3, 4, 5, 6, 7, 8, 9]",descendre,0,40,FAC,309,149,310,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False,4,79,dans dix minutes,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,partons,,,,,
"D' ailleurs, nous marcherons peu ou pas.",nous,marcherons,D'ailleurs,nsubj,root,obl:mod,4.0,5,2.0,6726.0,6727,6724.0,[4],"[1, 2]",marcher,0,38,_,311,149,312,['11'],[],['11'],[],[],[],[],True,False,False,4,79,dans dix minutes,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,partons,,,,,
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,quitta,la chambre de Mr. Fogg,nsubj,root,obj,1.0,2,4.0,6744.0,6745,6747.0,[1],"[3, 4, 5, 6, 7]",quitter,0,33,TIME,315,150,316,['1'],['0'],"['1', '0']",[],['45'],['45'],['FAC'],True,True,True,4,81,quitta,,,,,,,,,,,ud_direct,quitta,chambre_fogg,la chambre de mr. fogg,SRC source,FAC,chambre_fogg ; chambre_passepartout ; M26 ; pays_France
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,monta,dans la sienne,nsubj,conj,obl:arg,1.0,9,12.0,6744.0,6752,6755.0,[1],"[10, 11, 12]",monter,2,49,TIME,315,150,316,['1'],['1'],['1'],[],['15'],['15'],['FAC'],True,True,True,4,79,dans dix minutes,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,partons,chambre_passepartout,dans la sienne,GOL goal,FAC,chambre_passepartout ; M26 ; chambre_fogg ; pays_France
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,tomba,sur une chaise,nsubj,conj,obl:arg,1.0,14,17.0,6744.0,6757,6760.0,[1],"[15, 16, 17]",tomber,9,39,_,315,150,316,['1'],[],['1'],[],[],[],[],True,False,False,4,79,dans dix minutes,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,partons,M26,sur une chaise,GOL goal,VEH,M26 ; chambre_passepartout ; chambre_fogg ; pays_France
"On allait à Douvres, bien.",On,allait,à Douvres,nsubj,root,obl:arg,1.0,2,4.0,6828.0,6829,6831.0,[1],"[3, 4]",aller,0,43,LOC,323,152,324,['11'],[],['11'],[],[],[],[],True,False,False,4,79,dans dix minutes,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,partons,ville_douvres,à douvres,GOL goal,GPE,ville_douvres
"Après tout, cela ne pouvait notablement contrarier le brave garçon, qui, depuis cinq ans, n' avait pas foulé le sol de la patrie.",qui,foulé,depuis cinq ans,nsubj,acl:relcl,obl:mod,13.0,22,17.0,6852.0,6861,6856.0,[13],"[15, 16, 17]",fouler,11,36,VEH,325,152,326,['1'],[],['1'],[],[],[],[],True,False,False,4,83,depuis cinq ans,date_absolue,annee,1867-00-00-00-00,,,,,,,,objet,foulé,M28,le sol de la patrie,CAD cadre,VEH,M28 ; pays_France
"Après tout, cela ne pouvait notablement contrarier le brave garçon, qui, depuis cinq ans, n' avait pas foulé le sol de la patrie.",qui,foulé,le sol de la patrie,nsubj,acl:relcl,obj,13.0,22,24.0,6852.0,6861,6863.0,[13],"[23, 24, 25, 26, 27]",fouler,11,36,VEH,325,152,326,['1'],[],['1'],[],[],[],[],True,False,False,4,83,depuis cinq ans,date_absolue,annee,1867-00-00-00-00,,,,,,,,ud_direct,foulé,M28,le sol de la patrie,CAD cadre,VEH,M28 ; pays_France
"À huit heures, Passepartout avait préparé le modeste sac qui contenait sa garde-robe et celle de son maître; puis, l' esprit encore troublé, il quitta sa chambre, dont il ferma soigneusement la porte, et il rejoignit Mr. Fogg.",il,quitta,l'esprit,nsubj,root,obl:mod,28.0,29,24.0,6963.0,6964,6959.0,[28],"[23, 24]",quitter,0,74,VEH,328,153,329,['1'],[],['1'],[],[],[],[],True,False,False,4,84,à huit heures,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,préparé,mr_fogg--0,mr. fogg,GOL goal,PER,mr_fogg--0 ; chambre_passepartout
"À huit heures, Passepartout avait préparé le modeste sac qui contenait sa garde-robe et celle de son maître; puis, l' esprit encore troublé, il quitta sa chambre, dont il ferma soigneusement la porte, et il rejoignit Mr. Fogg.",il,quitta,sa chambre,nsubj,root,obj,28.0,29,31.0,6963.0,6964,6966.0,[28],"[30, 31]",quitter,0,74,VEH,328,153,329,['1'],['1'],['1'],[],['15'],['15'],['FAC'],True,True,True,4,84,à huit heures,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,préparé,chambre_passepartout,sa chambre,SRC source,FAC,chambre_passepartout ; mr_fogg--0
"À huit heures, Passepartout avait préparé le modeste sac qui contenait sa garde-robe et celle de son maître; puis, l' esprit encore troublé, il quitta sa chambre, dont il ferma soigneusement la porte, et il rejoignit Mr. Fogg.",il,rejoignit,Mr. Fogg,nsubj,conj,obj,41.0,42,43.0,6976.0,6977,6978.0,[41],"[43, 44]",rejoindre,29,42,_,328,153,329,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False,4,84,à huit heures,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,préparé,mr_fogg--0,mr. fogg,GOL goal,PER,mr_fogg--0 ; chambre_passepartout
"Le sac faillit s' échapper des mains de Passepartout, comme si les vingt mille livres eussent été en or et pesé considérablement.",Le sac,échapper,des mains de Passepartout,nsubj,xcomp,obl:arg,2.0,5,7.0,7112.0,7115,7117.0,"[1, 2]","[6, 7, 8, 9]",échapper,3,Dpt au sens large,VERB,340,162,341,[],['1'],['1'],[],[],[],[],True,False,False,4,84,à huit heures,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,préparé,,,,,
"Le maître et le domestique descendirent alors, et la porte de la rue fut fermée à double tour.",Le maître et le domestique,descendirent,,nsubj,root,,2.0,6,,7136.0,7140,,"[1, 2, 3, 4, 5]",[],descendre,0,75,_,341,163,342,"['0', '11', '1']",[],"['0', '11', '1']",[],[],[],[],True,False,False,4,84,à huit heures,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,préparé,rue_fogg,la rue,lieu_sans_relation,FAC,rue_fogg
"Phileas Fogg et son domestique montèrent dans un cab, qui se dirigea rapidement vers la gare de Charing - Cross, à laquelle aboutit un des embranchements du South - Eastern - railway.",Phileas Fogg et son domestique,montèrent,dans un cab,nsubj,root,obl:arg,1.0,6,9.0,7169.0,7174,7177.0,"[1, 2, 3, 4, 5]","[7, 8, 9]",monter,0,44,_,343,164,344,"['0', '11', '1']",[],"['0', '11', '1']",[],[],[],[],True,False,False,4,84,à huit heures,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,préparé,un_cab,dans un cab,CAD cadre,VEH,un_cab ; gare_charing_cross ; M35
Passepartout sauta à terre.,Passepartout,sauta,à terre,nsubj,root,obl:arg,1.0,2,4.0,7220.0,7221,7223.0,[1],"[3, 4]",sauter,0,69,_,345,165,346,['1'],[],['1'],[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,M38,à terre,lieu_sans_relation,VEH,M38
Son maître le suivit et paya le cocher.,Son maître,suivit,le,nsubj,root,obj,2.0,4,3.0,7226.0,7228,7227.0,"[1, 2]",[3],suivre,0,87,VEH,346,165,347,"['1', '0']",['1'],"['1', '0']",[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,approcha,s',nsubj,root,expl:comp,7.0,42,41.0,7240.0,7275,7274.0,"[1, 2, 3, 5, 6, 7, 33, 34, 35, 36, 37, 38, 39]",[41],approcher,0,55,LOC,347,166,348,['29'],[],['29'],[],['55'],['55'],['LOC'],True,True,True,4,86,en ce moment,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,sujet,mendiante,mr_fogg--0,de mr. fogg,GOL goal,PER,mr_fogg--0
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,approcha,de Mr. Fogg,nsubj,root,obl:arg,7.0,42,44.0,7240.0,7275,7277.0,"[1, 2, 3, 5, 6, 7, 33, 34, 35, 36, 37, 38, 39]","[43, 44, 45]",approcher,0,55,LOC,347,166,348,['29'],['0'],"['29', '0']",[],[],[],[],True,False,False,4,86,en ce moment,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,sujet,mendiante,mr_fogg--0,de mr. fogg,GOL goal,PER,mr_fogg--0
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",il,venait,,nsubj,acl:relcl,,11.0,12,,7295.0,7296,,[11],[],venir,9,_,_,348,167,349,['0'],[],['0'],[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",il,gagner,au whist,nsubj,xcomp,obl:mod,11.0,14,16.0,7295.0,7298,7300.0,[11],"[15, 16]",gagner,12,Dpt au sens large,VERB,348,167,349,['0'],[],['0'],[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",je,rencontrée,vous,nsubj,xcomp,obj,11.0,17,15.0,7320.0,7326,7324.0,[11],[15],rencontrer,13,_,_,349,168,350,['0'],['29'],"['0', '29']",[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
Puis il passa.,il,passa,,nsubj,conj,,2.0,3,,7330.0,7331,,[2],[],passer,0,_,_,350,169,351,['0'],[],['0'],[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
Mr. Fogg et lui entrèrent aussitôt dans la grande salle de la gare.,Mr. Fogg,entrèrent,lui,nsubj,root,iobj,1.0,5,4.0,7355.0,7359,7358.0,"[1, 2]",[4],entrer,0,88,_,353,171,354,['0'],['1'],"['0', '1']",[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,salle_gare_cc,dans la grande salle de la gare,CAD cadre,FAC,salle_gare_cc ; gare_charing_cross
Mr. Fogg et lui entrèrent aussitôt dans la grande salle de la gare.,Mr. Fogg,entrèrent,dans la grande salle de la gare,nsubj,root,obl:arg,1.0,5,10.0,7355.0,7359,7364.0,"[1, 2]","[7, 8, 9, 10, 11, 12, 13]",entrer,0,88,_,353,171,354,['0'],[],['0'],[],"['104', '47']","['104', '47']",['FAC'],True,True,True,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,salle_gare_cc,dans la grande salle de la gare,CAD cadre,FAC,salle_gare_cc ; gare_charing_cross
"Puis, se retournant, il aperçut ses cinq collègues du Reform - Club.",il,retournant,se,nsubj,advcl,expl:comp,6.0,4,3.0,7393.0,7391,7390.0,[6],[3],retourner,7,97,_,355,171,356,['0'],[],['0'],[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
-Vous n' oubliez pas que vous devez être revenu?,vous,revenu,,nsubj,xcomp,,6.0,9,,7477.0,7480,,[6],[],revenir,7,117,_,360,175,361,['0'],[],['0'],[],[],[],[],True,False,False,4,85,à huit heures vingt,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,arrêta,,,,,
"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",il,brûle,à votre compte,nsubj,root,obl:mod,13.0,14,17.0,7667.0,7668,7671.0,[13],"[15, 16, 17]",brûler,0,_,_,375,184,376,[],['1'],['1'],[],[],[],[],True,False,False,4,91,à huit heures quarante - cinq,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,retentit,,,,,
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,quittant,Londres,nsubj,advcl,obj,1.0,5,6.0,7674.0,7678,7679.0,"[1, 2]",[6],quitter,10,19,FAC,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False,5,91,à huit heures quarante - cinq,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,retentit,ville_londres,londres,SRC source,GPE,ville_londres
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,allait,qu',nsubj,acl:relcl,obj,23.0,20,19.0,7696.0,7693,7692.0,"[22, 23]",[19],aller,18,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False,5,91,à huit heures quarante - cinq,date_absolue,heure,1872-10-02-20-00,1872-10-02 20:00,,,1.0,,,,precedent_context,retentit,ville_londres,londres,SRC source,GPE,ville_londres
"Pendant les premiers jours qui suivirent le départ du gentleman, d' importantes affaires s' étaient engagées sur« l' aléa» de son entreprise.",qui,suivirent,le départ du gentleman,nsubj,acl:relcl,obj,5.0,6,8.0,8398.0,8399,8401.0,[5],"[7, 8, 9, 10]",suivre,4,89,TIME,403,192,404,[],['0'],['0'],[],[],[],[],True,False,False,5,100,les premiers jours qui suivirent le départ du gentleman,,,,,,,,,,,objet,engagées,,,,,
L' honorable gentleman disparut pour faire place au voleur de bank - notes.,L'honorable gentleman,disparut,,nsubj,root,,3.0,4,,8862.0,8863,,"[1, 2, 3]",[],disparaître,0,_,_,427,200,428,['0'],[],['0'],[],[],[],[],True,False,False,5,105,à neuf heures du soir,date_absolue,heure,1872-10-09-21-00,1872-10-09 21:00,,,8.0,,,,precedent_context,reçu,,,,,
