Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"- Ma foi, monsieur Fix, je n' en sais rien, je vous l' avoue, et, au fond, je ne donnerais pas une demi-couronne pour le savoir.»",je,donnerais,au fond,nsubj,conj,obl:mod,24,26,22,14715,14717,14713,[24],"[21, 22]",donner,11,_,_,755,390,756,['2'],[],['2'],[],[],[],[],True,False,False
"- Ma foi, monsieur Fix, je n' en sais rien, je vous l' avoue, et, au fond, je ne donnerais pas une demi-couronne pour le savoir.»",je,donnerais,une demi-couronne,nsubj,conj,obj,24,26,29,14715,14717,14720,[24],"[28, 29]",donner,11,_,_,755,390,756,['2'],[],['2'],[],[],[],[],True,False,False
"- Ma foi, monsieur Fix, je n' en sais rien, je vous l' avoue, et, au fond, je ne donnerais pas une demi-couronne pour le savoir.»",je,savoir,le,nsubj,advcl,obj,24,32,31,14715,14723,14722,[24],[31],savoir,26,_,_,755,390,756,['2'],[],['2'],[],[],[],[],True,False,False
"Depuis cette rencontre, Passepartout et Fix causèrent souvent ensemble.",Passepartout et Fix,causèrent,Depuis cette rencontre,nsubj,root,obl:mod,5,8,3,14730,14733,14728,"[5, 6, 7]","[1, 2, 3]",causer,0,_,_,756,391,757,"['0', '152', '2']",[],"['0', '152', '2']",[],[],[],[],True,False,False
L' inspecteur de police tenait à se lier avec le domestique du sieur Fogg.,L'inspecteur de police,tenait,NaN,nsubj,root,NaN,2,5,,14738,14741,,"[1, 2, 3, 4]",[],tenir,0,_,_,757,391,758,['6'],[],['6'],[],[],[],[],True,False,False
L' inspecteur de police tenait à se lier avec le domestique du sieur Fogg.,L'inspecteur de police,lier,se,nsubj,xcomp,expl:comp,2,8,7,14738,14744,14743,"[1, 2, 3, 4]",[7],lier,5,_,_,757,391,758,['6'],[],['6'],[],[],[],[],True,False,False
L' inspecteur de police tenait à se lier avec le domestique du sieur Fogg.,L'inspecteur de police,lier,avec le domestique du sieur Fogg,nsubj,xcomp,obl:arg,2,8,11,14738,14744,14747,"[1, 2, 3, 4]","[9, 10, 11, 12, 13, 14]",lier,5,_,_,757,391,758,['6'],"['1', '8']","['6', '1', '8']",[],[],[],[],True,False,False
Cela pouvait le servir à l' occasion.,Cela,pouvait,NaN,nsubj,root,NaN,1,2,,14752,14753,,[1],[],pouvoir,0,_,_,758,391,759,[],[],[],[],[],[],[],False,False,False
Cela pouvait le servir à l' occasion.,Cela,servir,le,nsubj,xcomp,obj,1,4,3,14752,14755,14754,[1],[3],servir,2,_,_,758,391,759,[],['6'],['6'],[],[],[],[],True,False,False
Cela pouvait le servir à l' occasion.,Cela,servir,à l'occasion,nsubj,xcomp,obl:mod,1,4,7,14752,14755,14758,[1],"[5, 6, 7]",servir,2,_,_,758,391,759,[],[],[],[],[],[],[],False,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,offrait,lui,nsubj,root,iobj,1,3,2,14760,14762,14761,[1],[2],offrir,0,_,_,759,391,760,['6'],['1'],"['6', '1']",[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,offrait,au bar-room,nsubj,root,obl:mod,1,3,8,14760,14762,14767,[1],"[7, 8]",offrir,0,_,_,759,391,760,['6'],[],['6'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,offrait,bar-room,nsubj,root,obl:mod,1,3,9,14760,14762,14768,[1],[9],offrir,0,_,_,759,391,760,['6'],[],['6'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,offrait,bar-room du Mongolia,nsubj,root,obl:mod,1,3,10,14760,14762,14769,[1],"[10, 11, 12]",offrir,0,_,_,759,391,760,['6'],[],['6'],[],['du mongolia'],['du mongolia'],['FAC'],True,True,True
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,offrait,quelques verres de whisky ou de pale-ale,nsubj,root,obj,1,3,15,14760,14762,14774,[1],"[14, 15, 16, 17, 18, 19, 20, 21, 22]",offrir,0,_,_,759,391,760,['6'],[],['6'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",le brave garçon,acceptait,que,nsubj,advcl,obj,27,28,24,14786,14787,14783,"[25, 26, 27]",[24],accepter,3,_,_,759,391,760,['0'],[],['0'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",le brave garçon,acceptait,sans cérémonie,nsubj,advcl,obl:mod,27,28,30,14786,14787,14789,"[25, 26, 27]","[29, 30]",accepter,3,_,_,759,391,760,['0'],[],['0'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",le brave garçon,rendait,NaN,nsubj,conj,NaN,27,32,,14786,14791,,"[25, 26, 27]",[],rendre,28,_,_,759,391,760,['0'],[],['0'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,trouvant,d'ailleurs,nsubj,advcl,obl:mod,1,42,45,14760,14801,14804,[1],"[44, 45]",trouver,3,_,_,759,391,760,['6'],[],['6'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,trouvant,ce Fix,nsubj,advcl,obj,1,42,48,14760,14801,14807,[1],"[47, 48]",trouver,3,_,_,759,391,760,['6'],[],['6'],[],[],[],[],True,False,False
"Il lui offrait donc souvent, au bar - room du Mongolia, quelques verres de whisky ou de pale - ale, que le brave garçon acceptait sans cérémonie et rendait même pour ne pas être en reste,- trouvant, d' ailleurs, ce Fix un gentleman bien honnête.",Il,trouvant,un gentleman bien honnête,nsubj,advcl,obj,1,42,50,14760,14801,14809,[1],"[49, 50, 51, 52]",trouver,3,_,_,759,391,760,['6'],[],['6'],[],[],[],[],True,False,False
Cependant le paquebot s' avançait rapidement.,le paquebot,avançait,s',nsubj,root,expl:comp,3,5,4,14815,14817,14816,"[2, 3]",[4],avancer,0,_,_,760,392,761,[],[],[],[],[],[],[],False,False,False
"Le 13, on eut connaissance de Moka, qui apparut dans sa ceinture de murailles ruinées, au-dessus desquelles se détachaient quelques dattiers verdoyants.",on,eut,Le 13,nsubj,root,obl:mod,4,5,2,14823,14824,14821,[4],"[1, 2]",avoir,0,_,_,761,392,762,['299'],[],['299'],[],[],[],[],True,False,False
"Le 13, on eut connaissance de Moka, qui apparut dans sa ceinture de murailles ruinées, au-dessus desquelles se détachaient quelques dattiers verdoyants.",on,eut,connaissance,nsubj,root,obj,4,5,6,14823,14824,14825,[4],[6],avoir,0,_,_,761,392,762,['299'],[],['299'],[],[],[],[],True,False,False
"Le 13, on eut connaissance de Moka, qui apparut dans sa ceinture de murailles ruinées, au-dessus desquelles se détachaient quelques dattiers verdoyants.",on,eut,de Moka,nsubj,root,obl:arg,4,5,8,14823,14824,14827,[4],"[7, 8]",avoir,0,_,_,761,392,762,['299'],[],['299'],[],[],[],[],True,False,False
"Le 13, on eut connaissance de Moka, qui apparut dans sa ceinture de murailles ruinées, au-dessus desquelles se détachaient quelques dattiers verdoyants.",qui,apparut,dans sa ceinture de murailles ruinées,nsubj,acl:relcl,obl:arg,10,11,14,14829,14830,14833,[10],"[12, 13, 14, 15, 16, 17]",apparaître,8,_,_,761,392,762,[],[],[],[],['sa'],['sa'],['FAC'],False,True,False
"Le 13, on eut connaissance de Moka, qui apparut dans sa ceinture de murailles ruinées, au-dessus desquelles se détachaient quelques dattiers verdoyants.",quelques dattiers verdoyants,détachaient,se,nsubj,acl:relcl,expl:comp,24,22,21,14843,14841,14840,"[23, 24, 25]",[21],détacher,16,_,_,761,392,762,[],[],[],[],[],[],[],False,False,False
"Au loin, dans les montagnes, se développaient de vastes champs de caféiers.",NaN,développaient,Au loin,NaN,root,obl:mod,,9,2,,14854,14847,[],"[1, 2]",développer,0,_,_,762,392,763,[],[],[],[],[],[],[],False,False,False
"Au loin, dans les montagnes, se développaient de vastes champs de caféiers.",NaN,développaient,dans les montagnes,NaN,root,obl:mod,,9,6,,14854,14851,[],"[4, 5, 6]",développer,0,_,_,762,392,763,[],[],[],[],['les montagnes'],['les montagnes'],['LOC'],False,True,False
"Au loin, dans les montagnes, se développaient de vastes champs de caféiers.",NaN,développaient,se,NaN,root,expl:comp,,9,8,,14854,14853,[],[8],développer,0,_,_,762,392,763,[],[],[],[],[],[],[],False,False,False
"Au loin, dans les montagnes, se développaient de vastes champs de caféiers.",NaN,développaient,de vastes champs de caféiers,NaN,root,obj,,9,12,,14854,14857,[],"[10, 11, 12, 13, 14]",développer,0,_,_,762,392,763,[],[],[],[],[],[],[],False,False,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",Passepartout,ravi,NaN,nsubj:pass,root,NaN,1,3,,14861,14863,,[1],[],ravir,0,_,_,763,392,764,['0'],[],['0'],[],[],[],[],True,False,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",Passepartout,contempler,cette ville célèbre,nsubj:pass,xcomp,obj,1,5,7,14861,14865,14867,[1],"[6, 7, 8]",contempler,3,_,_,763,392,764,['0'],[],['0'],[],[],[],[],True,False,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",il,trouva,NaN,nsubj,conj,NaN,11,12,,14871,14872,,[11],[],trouver,3,_,_,763,392,764,['0'],[],['0'],[],[],[],[],True,False,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",NaN,démantelé,NaN,NaN,acl,NaN,,22,,,14882,,[],[],démanteler,21,un fort démantelé,FAC,763,392,764,[],[],[],[],[],[],[],False,False,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",qui,dessinait,se,nsubj,acl:relcl,expl:comp,23,25,24,14883,14885,14884,[23],[24],dessiner,21,_,_,763,392,764,[],[],[],['qui'],[],['qui'],['FAC'],False,True,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",elle,ressemblait,avec ces murs circulaires et un fort,nsubj,ccomp,obl:mod,30,31,17,14890,14891,14877,[30],"[15, 16, 17, 18, 19, 20, 21]",ressembler,12,_,_,763,392,764,[],[],[],['elle'],['un fort démantelé'],"['elle', 'un fort démantelé']",['FAC'],False,True,False
"Passepartout fut ravi de contempler cette ville célèbre, et il trouva même qu' avec ces murs circulaires et un fort démantelé qui se dessinait comme une anse, elle ressemblait à une énorme demi-tasse.",elle,ressemblait,à une énorme demi-tasse,nsubj,ccomp,obl:arg,30,31,35,14890,14891,14895,[30],"[32, 33, 34, 35]",ressembler,12,_,_,763,392,764,[],[],[],['elle'],[],['elle'],['FAC'],False,True,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",le Mongolia,franchit,Pendant la nuit suivante,nsubj,root,obl:mod,7,8,3,14903,14904,14899,"[6, 7]","[1, 2, 3, 4]",franchir,0,_,_,764,393,765,[],[],[],[],[],[],[],False,False,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",le Mongolia,franchit,le détroit de Bab-el-Mandeb,nsubj,root,obj,7,8,10,14903,14904,14906,"[6, 7]","[9, 10, 11, 12, 13, 14, 15, 16]",franchir,0,_,_,764,393,765,[],[],[],[],[],[],[],False,False,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",dont le nom arabe,signifie,la Porte des Larmes,nsubj,acl:relcl,obj,20,22,24,14916,14918,14920,"[18, 19, 20, 21]","[23, 24, 25, 26]",signifier,10,_,_,764,393,765,[],[],[],['dont'],[],['dont'],['FAC'],False,True,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",il,faisait,le lendemain,nsubj,conj,obl:mod,34,35,30,14930,14931,14926,[34],"[29, 30]",faire,8,_,_,764,393,765,[],[],[],[],[],[],[],False,False,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",il,faisait,14,nsubj,conj,obl:mod,34,35,32,14930,14931,14928,[34],[32],faire,8,_,_,764,393,765,[],[],[],[],[],[],[],False,False,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",il,faisait,escale,nsubj,conj,obj,34,35,36,14930,14931,14932,[34],[36],faire,8,_,_,764,393,765,[],[],[],[],[],[],[],False,False,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",il,faisait,à Steamer-Point,nsubj,conj,obl:arg,34,35,38,14930,14931,14934,[34],"[37, 38]",faire,8,_,_,764,393,765,[],[],[],[],[],[],[],False,False,False
"Pendant la nuit suivante, le Mongolia franchit le détroit de Bab - el - Mandeb, dont le nom arabe signifie la Porte des Larmes, et le lendemain, 14, il faisait escale à Steamer - Point, au nord-ouest de la rade d' Aden.",il,faisait,au nord-ouest de la rade d'Aden,nsubj,conj,obl:mod,34,35,43,14930,14931,14939,[34],"[42, 43, 44, 45, 46, 47, 48]",faire,8,_,_,764,393,765,[],[],[],[],"[""au nord-ouest de la rade d' aden""]","[""au nord-ouest de la rade d' aden""]",['LOC'],False,True,False
C' est là qu' il devait se réapprovisionner de combustible.,il,devait,qu',nsubj,dep,iobj,5,6,4,14950,14951,14949,[5],[4],devoir,3,_,_,765,393,766,[],[],[],[],[],[],[],False,False,False
C' est là qu' il devait se réapprovisionner de combustible.,il,réapprovisionner,se,nsubj,xcomp,expl:comp,5,8,7,14950,14953,14952,[5],[7],réapprovisionner,6,_,_,765,393,766,[],[],[],[],[],[],[],False,False,False
C' est là qu' il devait se réapprovisionner de combustible.,il,réapprovisionner,de combustible,nsubj,xcomp,obl:arg,5,8,10,14950,14953,14955,[5],"[9, 10]",réapprovisionner,6,_,_,765,393,766,[],[],[],[],[],[],[],False,False,False
"Rien que pour la Compagnie péninsulaire, c' est une dépense annuelle qui se chiffre par huit cent mille livres( 20 millions de francs).",qui,chiffre,par huit cent mille livres 20 millions de francs,nsubj,acl:relcl,obl:arg,13,15,20,14989,14991,14996,[13],"[16, 17, 18, 19, 20, 22, 23, 24, 25]",chiffre,11,_,_,767,394,768,[],[],[],[],[],[],[],False,False,False
"Il a fallu, en effet, établir des dépôts en plusieurs ports, et, dans ces mers éloignées, le charbon revient à quatre-vingts francs la tonne.",NaN,fallu,en effet,NaN,root,obl:mod,,3,6,,15006,15009,[],"[5, 6]",falloir,0,_,_,768,394,769,[],[],[],[],[],[],[],False,False,False
"Il a fallu, en effet, établir des dépôts en plusieurs ports, et, dans ces mers éloignées, le charbon revient à quatre-vingts francs la tonne.",NaN,établir,des dépôts,NaN,xcomp,obj,,8,10,,15011,15013,[],"[9, 10]",établir,3,_,_,768,394,769,[],[],[],[],[],[],[],False,False,False
"Il a fallu, en effet, établir des dépôts en plusieurs ports, et, dans ces mers éloignées, le charbon revient à quatre-vingts francs la tonne.",NaN,établir,en plusieurs ports,NaN,xcomp,obl:mod,,8,13,,15011,15016,[],"[11, 12, 13]",établir,3,_,_,768,394,769,[],[],[],[],['plusieurs ports'],['plusieurs ports'],['FAC'],False,True,False
"Il a fallu, en effet, établir des dépôts en plusieurs ports, et, dans ces mers éloignées, le charbon revient à quatre-vingts francs la tonne.",le charbon,revient,dans ces mers éloignées,nsubj,conj,obl:mod,23,24,19,15026,15027,15022,"[22, 23]","[17, 18, 19, 20]",revenir,3,_,_,768,394,769,[],[],[],[],['ces mers éloignées'],['ces mers éloignées'],['LOC'],False,True,False
"Il a fallu, en effet, établir des dépôts en plusieurs ports, et, dans ces mers éloignées, le charbon revient à quatre-vingts francs la tonne.",le charbon,revient,à quatre-vingts francs,nsubj,conj,obl:arg,23,24,27,15026,15027,15030,"[22, 23]","[25, 26, 27]",revenir,3,_,_,768,394,769,[],[],[],[],[],[],[],False,False,False
"Il a fallu, en effet, établir des dépôts en plusieurs ports, et, dans ces mers éloignées, le charbon revient à quatre-vingts francs la tonne.",le charbon,revient,la tonne,nsubj,conj,obj,23,24,29,15026,15027,15032,"[22, 23]","[28, 29]",revenir,3,_,_,768,394,769,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",Le Mongolia,avait,seize cent cinquante milles,nsubj,root,obj,2,3,8,15035,15036,15041,"[1, 2]","[5, 6, 7, 8]",avoir,0,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",Le Mongolia,faire,NaN,nsubj,xcomp,NaN,2,10,,15035,15043,,"[1, 2]",[],faire,3,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",NaN,atteindre,Bombay,NaN,advcl,obj,,13,14,,15046,15047,[],[14],atteindre,10,Dpt au sens large,VERB,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",il,devait,NaN,nsubj,conj,NaN,17,18,,15050,15051,,[17],[],devoir,3,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",il,rester,quatre heures,nsubj,xcomp,obj,17,19,21,15050,15052,15054,[17],"[20, 21]",rester,18,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",il,rester,à,nsubj,xcomp,obl:mod,17,19,22,15050,15052,15055,[17],[22],rester,18,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",il,rester,Steamer-Point,nsubj,xcomp,obl:arg,17,19,23,15050,15052,15056,[17],[23],rester,18,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",il,rester,Steamer-Point,nsubj,xcomp,obl:arg,17,19,24,15050,15052,15057,[17],[24],rester,18,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",il,rester,Steamer-Point,nsubj,xcomp,obj,17,19,25,15050,15052,15058,[17],[25],rester,18,_,_,769,395,770,[],[],[],[],[],[],[],False,False,False
"Le Mongolia avait encore seize cent cinquante milles à faire avant d' atteindre Bombay, et il devait rester quatre heures à Steamer - Point, afin de remplir ses soutes.",NaN,remplir,ses soutes,NaN,obl:arg,obj,,29,31,,15062,15064,[],"[30, 31]",remplir,27,Dynamicité spatiale sans dpt,VERB,769,395,770,[],['8'],['8'],[],[],[],[],True,False,False
Mais ce retard ne pouvait nuire en aucune façon au programme de Phileas Fogg.,ce retard,pouvait,NaN,nsubj,root,NaN,3,5,,15068,15070,,"[2, 3]",[],pouvoir,0,_,_,770,396,771,[],[],[],[],[],[],[],False,False,False
Mais ce retard ne pouvait nuire en aucune façon au programme de Phileas Fogg.,ce retard,nuire,en aucune façon,nsubj,xcomp,obl:mod,3,6,9,15068,15071,15074,"[2, 3]","[7, 8, 9]",nuire,5,_,_,770,396,771,[],[],[],[],[],[],[],False,False,False
Mais ce retard ne pouvait nuire en aucune façon au programme de Phileas Fogg.,ce retard,nuire,au programme de Phileas Fogg,nsubj,xcomp,obl:arg,3,6,11,15068,15071,15076,"[2, 3]","[10, 11, 12, 13, 14]",nuire,5,_,_,770,396,771,[],['3'],['3'],[],[],[],[],True,False,False
Il était prévu.,Il,prévu,NaN,nsubj:pass,root,NaN,1,3,,15081,15083,,[1],[],prévoir,0,_,_,771,396,772,[],[],[],[],[],[],[],False,False,False
"D' ailleurs le Mongolia, au lieu d' arriver à Aden le 15 octobre seulement au matin, y entrait le 14 au soir.",NaN,arriver,à Aden,NaN,acl,obl:arg,,9,11,,15093,15095,[],"[10, 11]",arriver,7,Dpt au sens large,VERB,772,396,773,[],[],[],[],[],[],[],False,False,False
"D' ailleurs le Mongolia, au lieu d' arriver à Aden le 15 octobre seulement au matin, y entrait le 14 au soir.",NaN,arriver,le 15 octobre seulement au matin,NaN,acl,obl:mod,,9,13,,15093,15097,[],"[12, 13, 14, 15, 16, 17]",arriver,7,Dpt au sens large,VERB,772,396,773,[],[],[],[],[],[],[],False,False,False
"D' ailleurs le Mongolia, au lieu d' arriver à Aden le 15 octobre seulement au matin, y entrait le 14 au soir.",le Mongolia,entrait,D'ailleurs,nsubj,root,obl:mod,4,20,2,15088,15104,15086,"[3, 4]","[1, 2]",entrer,0,_,_,772,396,773,[],[],[],[],[],[],[],False,False,False
"D' ailleurs le Mongolia, au lieu d' arriver à Aden le 15 octobre seulement au matin, y entrait le 14 au soir.",le Mongolia,entrait,au lieu,nsubj,root,obl:mod,4,20,7,15088,15104,15091,"[3, 4]","[6, 7]",entrer,0,_,_,772,396,773,[],[],[],[],[],[],[],False,False,False
"D' ailleurs le Mongolia, au lieu d' arriver à Aden le 15 octobre seulement au matin, y entrait le 14 au soir.",le Mongolia,entrait,y,nsubj,root,iobj,4,20,19,15088,15104,15103,"[3, 4]",[19],entrer,0,_,_,772,396,773,[],[],[],[],[],[],[],False,False,False
"D' ailleurs le Mongolia, au lieu d' arriver à Aden le 15 octobre seulement au matin, y entrait le 14 au soir.",le Mongolia,entrait,le 14 au soir,nsubj,root,obj,4,20,22,15088,15104,15106,"[3, 4]","[21, 22, 23, 24]",entrer,0,_,_,772,396,773,[],[],[],[],[],[],[],False,False,False
Mr. Fogg et son domestique descendirent à terre.,Mr. Fogg et son domestique,descendirent,à terre,nsubj,root,obl:arg,1,6,8,15118,15123,15125,"[1, 2, 3, 4, 5]","[7, 8]",descendre,0,_,_,774,397,775,['1'],[],['1'],[],[],[],[],True,False,False
Le gentleman voulait faire viser son passeport.,Le gentleman,voulait,NaN,nsubj,root,NaN,2,3,,15128,15129,,"[1, 2]",[],vouloir,0,_,_,775,397,776,['1'],[],['1'],[],[],[],[],True,False,False
Le gentleman voulait faire viser son passeport.,Le gentleman,viser,son passeport,nsubj,xcomp,obj,2,5,7,15128,15131,15133,"[1, 2]","[6, 7]",viser,3,_,_,775,397,776,['1'],['1'],['1'],[],[],[],[],True,False,False
Fix le suivit sans être remarqué.,Fix,suivit,le,nsubj,root,obj,1,3,2,15135,15137,15136,[1],[2],suivre,0,_,_,776,397,777,['2'],['8'],"['2', '8']",[],[],[],[],True,False,False
Fix le suivit sans être remarqué.,Fix,remarqué,NaN,nsubj,advcl,NaN,1,6,,15135,15140,,[1],[],remarquer,3,_,_,776,397,777,['2'],[],['2'],[],[],[],[],True,False,False
"La formalité du visa accomplie, Phileas Fogg revint à bord reprendre sa partie interrompue.",NaN,accomplie,NaN,NaN,acl,NaN,,5,,,15146,,[],[],accomplir,2,_,_,777,397,778,[],[],[],[],[],[],[],False,False,False
"La formalité du visa accomplie, Phileas Fogg revint à bord reprendre sa partie interrompue.",Phileas Fogg,revint,La formalité du visa,nsubj,root,obl:mod,7,9,2,15148,15150,15143,"[7, 8]","[1, 2, 3, 4]",revenir,0,_,_,777,397,778,['3'],[],['3'],[],[],[],[],True,False,False
"La formalité du visa accomplie, Phileas Fogg revint à bord reprendre sa partie interrompue.",Phileas Fogg,revint,à bord,nsubj,root,obl:arg,7,9,11,15148,15150,15152,"[7, 8]","[10, 11]",revenir,0,_,_,777,397,778,['3'],[],['3'],[],[],[],[],True,False,False
"La formalité du visa accomplie, Phileas Fogg revint à bord reprendre sa partie interrompue.",Phileas Fogg,reprendre,sa partie,nsubj,xcomp,obj,7,12,14,15148,15153,15155,"[7, 8]","[13, 14]",reprendre,9,_,_,777,397,778,['3'],['3'],['3'],[],[],[],[],True,False,False
