Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",je,devenu,à Paris,nsubj,root,obl:mod,28,30,56,1651,1653,1679,1626,1628,1654,[28],"[55, 56]",devenir,0,_,_,54,19,55,['1'],[],['1'],[],[],[],[],True,False,False
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",NaN,rendre,mes talents plus utiles,NaN,obl:arg,obj,,37,39,,1660,1662,,1635,1637,[],"[38, 39, 40, 41]",rendre,35,_,_,54,19,55,[],['1'],['1'],[],[],[],[],True,False,False
J' ai même dans mon dossier des incendies remarquables.,J',ai,dans mon dossier,nsubj,root,obl:arg,1,2,6,1681,1682,1686,1656,1657,1661,[1],"[4, 5, 6]",avoir,0,_,_,55,19,56,['1'],['1'],['1'],[],[],[],[],True,False,False
J' ai même dans mon dossier des incendies remarquables.,J',ai,des incendies remarquables,nsubj,root,obj,1,2,8,1681,1682,1688,1656,1657,1663,[1],"[7, 8, 9]",avoir,0,_,_,55,19,56,['1'],[],['1'],[],[],[],[],True,False,False
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",je,voilà,cinq ans,nsubj,advcl,obj,22,2,4,1712,1692,1694,1687,1667,1669,[22],"[3, 4]",voilà,24,voilà cinq ans,TIME,56,19,57,['1'],[],['1'],[],[],[],[],True,False,False
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',quitté,la France,nsubj,ccomp,obj,6,8,10,1696,1698,1700,1671,1673,1675,[6],"[9, 10]",quitter,2,_,_,56,19,57,['1'],[],['1'],[],[],[],[],True,False,False
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",NaN,voulant,NaN,NaN,obj,NaN,,14,,,1704,,,1679,,[],[],vouloir,15,_,_,56,19,57,[],[],[],[],[],[],[],False,False,False
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',goûter,NaN,nsubj,conj,obj,6,15,14,1696,1705,1704,1671,1680,1679,[6],[],goûter,8,_,_,56,19,57,['1'],[],['1'],[],[],[],[],True,False,False
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',goûter,de la vie de famille,nsubj,conj,obl:arg,6,15,18,1696,1705,1708,1671,1680,1683,[6],"[16, 17, 18, 19, 20]",goûter,8,_,_,56,19,57,['1'],[],['1'],[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,trouvant,me,nsubj,advcl,expl:comp,29,4,3,1748,1723,1722,1722,1698,1697,[29],[3],trouver,32,_,_,57,19,58,['1'],['1'],['1'],[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,trouvant,sans place,nsubj,advcl,obl:arg,29,4,6,1748,1723,1725,1722,1698,1700,[29],"[5, 6]",trouver,32,_,_,57,19,58,['1'],[],['1'],[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,appris,NaN,nsubj,conj,NaN,29,9,,1748,1728,,1722,1703,,[29],[],apprendre,4,_,_,57,19,58,['1'],[],['1'],[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,me,nsubj,root,expl:comp,29,32,30,1748,1751,1749,1722,1725,1723,[29],[30],présenter,0,_,_,57,19,58,['1'],[],['1'],[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,chez monsieur,nsubj,root,obl:arg,29,32,34,1748,1751,1753,1722,1725,1727,[29],"[33, 34]",présenter,0,_,_,57,19,58,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,avec l'espérance,nsubj,root,obl:mod,29,32,37,1748,1751,1756,1722,1725,1730,[29],"[35, 36, 37]",présenter,0,_,_,57,19,58,['1'],[],['1'],[],[],[],[],True,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",NaN,vivre,y,NaN,acl,iobj,,40,39,,1759,1758,,1733,1732,[],[39],vivre,37,_,_,57,19,58,[],[],[],[],[],[],[],False,False,False
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",NaN,oublier,jusqu'à ce nom de Passepartout,NaN,conj,obl:mod,,44,48,,1763,1767,,1737,1741,[],"[45, 46, 47, 48, 49, 50]",oublier,40,_,_,57,19,58,[],[],[],[],[],[],[],False,False,False
"- Passepartout me convient, répondit le gentleman.",Passepartout,convient,me,nsubj,root,iobj,2,4,3,1772,1774,1773,1745,1747,1746,[2],[3],convier,0,_,_,58,20,59,[],['2'],['2'],[],[],[],[],True,False,False
"- Passepartout me convient, répondit le gentleman.",le gentleman,répondit,NaN,nsubj,parataxis,NaN,8,6,,1778,1776,,1751,1749,,"[7, 8]",[],répondre,4,_,_,58,20,59,['2'],[],['2'],[],[],[],[],True,False,False
Vous m' êtes recommandé.,Vous,recommandé,m',nsubj:pass,root,iobj,1,4,2,1780,1783,1781,1753,1756,1754,[1],[2],recommander,0,_,_,59,20,60,['1'],['2'],"['1', '2']",[],[],[],[],True,False,False
J' ai de bons renseignements sur votre compte.,J',ai,de bons renseignements sur votre compte,nsubj,root,obj,1,2,5,1785,1786,1789,1758,1759,1762,[1],"[3, 4, 5, 6, 7, 8]",avoir,0,_,_,60,20,61,['2'],['1'],"['2', '1']",[],[],[],[],True,False,False
Vous connaissez mes conditions?,Vous,connaissez,mes conditions,nsubj,root,obj,1,2,4,1794,1795,1797,1767,1768,1770,[1],"[3, 4]",connaître,0,_,_,61,20,62,['1'],['2'],"['1', '2']",[],[],[],[],True,False,False
Quelle heure avez -vous?,Quelle heure,avez,NaN,nsubj,root,NaN,2,3,,1808,1809,,1779,1780,,"[1, 2]",[],avoir,0,_,_,64,22,65,[],[],[],[],[],[],[],False,False,False
"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",NaN,répondit,NaN,NaN,root,NaN,,6,,,1817,,,1787,,[],[],répondre,0,_,_,65,23,66,[],[],[],[],[],[],[],False,False,False
"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",NaN,tirant,des profondeurs de son gousset,NaN,advcl,obl:arg,,10,12,,1821,1823,,1791,1793,[],"[11, 12, 13, 14, 15]",tirer,6,_,_,65,23,66,[],['1'],['1'],[],[],[],[],True,False,False
"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",NaN,tirant,une énorme montre d'argent,NaN,advcl,obj,,10,18,,1821,1829,,1791,1799,[],"[16, 17, 18, 19, 20]",tirer,6,_,_,65,23,66,[],[],[],[],[],[],[],False,False,False
"-Vous retardez, dit Mr. Fogg.",-Vous,retardez,NaN,nsubj,root,NaN,1,2,,1833,1834,,1803,1804,,[1],[],retarder,0,_,_,66,24,67,['1'],[],['1'],[],[],[],[],True,False,False
"-Vous retardez, dit Mr. Fogg.",Mr. Fogg,dit,NaN,nsubj,parataxis,NaN,5,4,,1837,1836,,1807,1806,,"[5, 6]",[],dire,2,_,_,66,24,67,['2'],[],['2'],[],[],[],[],True,False,False
"- Que monsieur me pardonne, mais c' est impossible.",monsieur,pardonne,me,nsubj,root,iobj,3,5,4,1842,1844,1843,1811,1813,1812,[3],[4],pardonner,0,_,_,67,25,68,['0'],['2'],"['0', '2']",[],[],[],[],True,False,False
-Vous retardez de quatre minutes.,-Vous,retardez,de quatre minutes,nsubj,root,obl:arg,1,2,5,1851,1852,1855,1820,1821,1824,[1],"[3, 4, 5]",retarder,0,_,_,68,26,69,['1'],[],['1'],[],[],[],[],True,False,False
N' importe.,NaN,importe,NaN,NaN,root,NaN,,2,,,1858,,,1827,,[],[],importer,0,_,_,69,26,70,[],[],[],[],[],[],[],False,False,False
Il suffit de constater l' écart.,NaN,suffit,NaN,NaN,root,NaN,,2,,,1861,,,1830,,[],[],suffire,0,_,_,70,26,71,[],[],[],[],[],[],[],False,False,False
Il suffit de constater l' écart.,NaN,constater,l'écart,NaN,xcomp,obj,,4,6,,1863,1865,,1832,1834,[],"[5, 6]",constater,2,_,_,70,26,71,[],[],[],[],[],[],[],False,False,False
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",NaN,partir,NaN,NaN,fixed,NaN,,4,,,1870,,,1839,,[],[],partir,3,à partir de ce moment,TIME,71,26,72,[],[],[],[],[],[],[],False,False,False
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,onze heures vingt-neuf du matin,nsubj,root,obl:mod,21,22,10,1887,1888,1876,1856,1857,1845,[21],"[9, 10, 11, 12, 13]",être,0,_,_,71,26,72,['1'],[],['1'],[],[],[],[],True,False,False
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,ce mercredi 2 octobre 1872,nsubj,root,obl:mod,21,22,16,1887,1888,1882,1856,1857,1851,[21],"[15, 16, 17, 18, 19]",être,0,_,_,71,26,72,['1'],[],['1'],[],[],[],[],True,False,False
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,à mon service,nsubj,root,obl:arg,21,22,25,1887,1888,1891,1856,1857,1860,[21],"[23, 24, 25]",être,0,_,_,71,26,72,['1'],['2'],"['1', '2']",[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Cela,dit,NaN,nsubj,advcl,NaN,1,2,,1894,1895,,1863,1864,,[1],[],dire,7,_,_,73,27,74,[],[],[],[],[],[],[],False,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,leva,se,nsubj,root,expl:comp,4,7,6,1897,1900,1899,1866,1869,1868,"[4, 5]",[6],lever,0,_,_,73,27,74,['0'],[],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,prit,son chapeau,nsubj,conj,obj,4,9,11,1897,1902,1904,1866,1871,1873,"[4, 5]","[10, 11]",prendre,7,_,_,73,27,74,['0'],['0'],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,prit,de la main gauche,nsubj,conj,obl:arg,4,9,14,1897,1902,1907,1866,1871,1876,"[4, 5]","[12, 13, 14, 15]",prendre,7,_,_,73,27,74,['0'],[],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,plaça,le,nsubj,conj,obj,4,18,17,1897,1911,1910,1866,1880,1879,"[4, 5]",[17],placer,7,_,_,73,27,74,['0'],[],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,plaça,sur sa tête,nsubj,conj,obl:arg,4,18,21,1897,1911,1914,1866,1880,1883,"[4, 5]","[19, 20, 21]",placer,7,_,_,73,27,74,['0'],['0'],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,plaça,avec un mouvement d'automate,nsubj,conj,obl:mod,4,18,24,1897,1911,1917,1866,1880,1886,"[4, 5]","[22, 23, 24, 25, 26]",placer,7,_,_,73,27,74,['0'],[],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,disparut,NaN,nsubj,conj,NaN,4,28,,1897,1921,,1866,1890,,"[4, 5]",[],disparaître,7,_,_,73,27,74,['0'],[],['0'],[],[],[],[],True,False,False
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",NaN,ajouter,une parole,NaN,advcl,obj,,30,32,,1923,1925,,1892,1894,[],"[31, 32]",ajouter,28,_,_,73,27,74,[],[],[],[],[],[],[],False,False,False
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",Passepartout,entendit,la porte de la rue,nsubj,root,obj,1,2,4,1927,1928,1930,1896,1897,1899,[1],"[3, 4, 5, 6, 7]",entendre,0,_,_,74,28,75,['1'],[],['1'],[],['la rue'],['la rue'],['FAC'],True,True,True
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",Passepartout,entendit,c'était son nouveau maître,nsubj,root,obl:mod,1,2,18,1927,1928,1944,1896,1897,1913,[1],"[14, 15, 16, 17, 18]",entendre,0,_,_,74,28,75,['1'],"['1', '0']","['1', '0']",[],[],[],[],True,False,False
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",Passepartout,fermer,une première fois,nsubj,xcomp,obl:mod,1,9,12,1927,1935,1938,1896,1904,1907,[1],"[10, 11, 12]",fermer,2,_,_,74,28,75,['1'],[],['1'],[],[],[],[],True,False,False
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,sortait,NaN,nsubj,acl:relcl,NaN,19,20,,1945,1946,,1914,1915,,[19],[],sortir,18,_,_,74,28,75,['0'],[],['0'],[],[],[],[],True,False,False
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,s',nsubj,dep,expl:comp,35,38,36,1961,1964,1962,1930,1933,1931,[35],[36],aller,30,_,_,74,28,75,['1'],[],['1'],[],[],[],[],True,False,False
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,en,nsubj,dep,expl:comp,35,38,37,1961,1964,1963,1930,1933,1932,[35],[37],aller,30,_,_,74,28,75,['1'],[],['1'],[],[],[],[],True,False,False
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,à son tour,nsubj,dep,obl:mod,35,38,41,1961,1964,1967,1930,1933,1936,[35],"[39, 40, 41]",aller,30,_,_,74,28,75,['1'],['1'],['1'],[],[],[],[],True,False,False
Passepartout demeura seul dans la maison de Saville - row.,Passepartout,demeura,dans la maison de Saville-row,nsubj,root,obl:mod,1,2,6,1969,1970,1974,1938,1939,1943,[1],"[4, 5, 6, 7, 8, 9, 10]",demeurer,0,_,_,75,29,76,['1'],[],['1'],[],['saville - row'],['saville - row'],['FAC'],True,True,True
"«Sur ma foi, se dit Passepartout, un peu ahuri tout d' abord, j' ai connu chez Mme Tussaud des bonshommes aussi vivants que mon nouveau maître!»",Passepartout,dit,Sur ma foi,nsubj,root,obl:mod,8,7,4,1987,1986,1983,1955,1954,1951,[8],"[2, 3, 4]",dire,0,_,_,76,30,77,['1'],['1'],['1'],[],[],[],[],True,False,False
"«Sur ma foi, se dit Passepartout, un peu ahuri tout d' abord, j' ai connu chez Mme Tussaud des bonshommes aussi vivants que mon nouveau maître!»",Passepartout,dit,se,nsubj,root,expl:comp,8,7,6,1987,1986,1985,1955,1954,1953,[8],[6],dire,0,_,_,76,30,77,['1'],[],['1'],[],[],[],[],True,False,False
"«Sur ma foi, se dit Passepartout, un peu ahuri tout d' abord, j' ai connu chez Mme Tussaud des bonshommes aussi vivants que mon nouveau maître!»",j',connu,chez Mme Tussaud,nsubj,xcomp,obl:mod,17,19,21,1996,1998,2000,1964,1966,1968,[17],"[20, 21, 22]",connaître,12,_,_,76,30,77,['1'],['15'],"['1', '15']",[],[],[],[],True,False,False
"«Sur ma foi, se dit Passepartout, un peu ahuri tout d' abord, j' ai connu chez Mme Tussaud des bonshommes aussi vivants que mon nouveau maître!»",j',connu,des bonshommes aussi vivants que mon nouveau maître,nsubj,xcomp,obj,17,19,24,1996,1998,2003,1964,1966,1971,[17],"[23, 24, 25, 26, 27, 28, 29, 30]",connaître,12,_,_,76,30,77,['1'],"['1', '0']","['1', '0']",[],[],[],[],True,False,False
"Il convient de dire ici que les« bonshommes» de Mme Tussaud sont des figures de cire, fort visitées à Londres, et auxquelles il ne manque vraiment que la parole.",NaN,convient,NaN,NaN,root,NaN,,2,,,2013,,,1981,,[],[],convier,0,_,_,77,31,78,[],[],[],[],[],[],[],False,False,False
"Il convient de dire ici que les« bonshommes» de Mme Tussaud sont des figures de cire, fort visitées à Londres, et auxquelles il ne manque vraiment que la parole.",NaN,dire,NaN,NaN,dep,NaN,,4,,,2015,,,1983,,[],[],dire,2,_,_,77,31,78,[],[],[],[],[],[],[],False,False,False
"Il convient de dire ici que les« bonshommes» de Mme Tussaud sont des figures de cire, fort visitées à Londres, et auxquelles il ne manque vraiment que la parole.",NaN,visitées,à Londres,NaN,acl,obl:mod,,21,23,,2032,2034,,2000,2002,[],"[22, 23]",visiter,16,_,_,77,31,78,[],[],[],[],[],[],[],False,False,False
"Il convient de dire ici que les« bonshommes» de Mme Tussaud sont des figures de cire, fort visitées à Londres, et auxquelles il ne manque vraiment que la parole.",NaN,manque,que la parole,NaN,conj,obj,,29,33,,2040,2044,,2008,2012,[],"[31, 32, 33]",manque,21,_,_,77,31,78,[],[],[],[],[],[],[],False,False,False
"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",il,venait,qu',nsubj,acl:relcl,obj,6,7,5,2051,2052,2050,2019,2020,2018,[6],[5],venir,4,_,_,78,32,79,['1'],[],['1'],[],[],[],[],True,False,False
"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",il,entrevoir,Phileas Fogg,nsubj,xcomp,obj,6,9,10,2051,2054,2055,2019,2022,2023,[6],"[10, 11]",entrevoir,7,_,_,78,32,79,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False
"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",Passepartout,avait,Pendant les quelques instants,nsubj,root,obl:mod,13,14,4,2058,2059,2049,2026,2027,2017,[13],"[1, 2, 3, 4]",avoir,0,_,_,78,32,79,['1'],[],['1'],[],[],[],[],True,False,False
"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",Passepartout,examiné,son futur maître,nsubj,conj,obj,13,19,22,2058,2064,2067,2026,2032,2035,[13],"[20, 21, 22]",examiner,14,_,_,78,32,79,['1'],"['1', '0']","['1', '0']",[],[],[],[],True,False,False
"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",qui,pouvait,de figure noble et belle,nsubj,acl:relcl,obl:mod,5,6,12,2073,2074,2080,2041,2042,2048,[5],"[11, 12, 13, 14, 15]",pouvoir,4,_,_,79,32,80,['0'],[],['0'],[],[],[],[],True,False,False
"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",qui,avoir,quarante ans,nsubj,xcomp,obj,5,7,9,2073,2075,2077,2041,2043,2045,[5],"[8, 9]",avoir,6,_,_,79,32,80,['0'],[],['0'],[],[],[],[],True,False,False
"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",un léger embonpoint blond de cheveux et de favoris,déparait,que,nsubj,acl:relcl,obj,27,23,21,2095,2091,2089,2063,2059,2057,"[25, 26, 27, 29, 30, 31, 32, 33, 34]",[21],déparer,4,_,_,79,32,80,[],[],[],[],[],[],[],False,False,False
"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",NaN,uni,sans apparences de rides,NaN,acl,obl:mod,,37,39,,2105,2107,,2073,2075,[],"[38, 39, 40, 41]",unir,36,_,_,79,32,80,[],[],[],[],[],[],[],False,False,False
"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",NaN,uni,aux tempes,NaN,acl,obl:arg,,37,43,,2105,2111,,2073,2079,[],"[42, 43]",unir,36,_,_,79,32,80,[],[],[],[],[],[],[],False,False,False
"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,paraissait,NaN,nsubj,root,NaN,1,2,,2122,2123,,2090,2091,,[1],[],paraître,0,_,_,80,32,81,['0'],[],['0'],[],[],[],[],True,False,False
"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,posséder,au plus haut degré,nsubj,xcomp,obl:mod,1,3,7,2122,2124,2128,2090,2092,2096,[1],"[4, 5, 6, 7]",posséder,2,_,_,80,32,81,['0'],[],['0'],[],[],[],[],True,False,False
"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,posséder,ce,nsubj,xcomp,obj,1,3,8,2122,2124,2129,2090,2092,2097,[1],[8],posséder,2,_,_,80,32,81,['0'],[],['0'],[],[],[],[],True,False,False
"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",les physionomistes,appellent,que,nsubj,acl:relcl,obj,11,12,9,2132,2133,2130,2100,2101,2098,"[10, 11]",[9],appeler,8,_,_,80,32,81,[],[],[],[],[],[],[],False,False,False
"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",qui,font,plus de besogne que de bruit,nsubj,acl:relcl,obj,26,27,28,2147,2148,2149,2115,2116,2117,[26],"[28, 29, 30, 31, 32, 33]",faire,25,_,_,80,32,81,[],[],[],[],[],[],[],False,False,False
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",NaN,achevé,NaN,NaN,acl,NaN,,17,,,2172,,,2140,,[],[],achever,16,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,se,nsubj,acl:relcl,expl:comp,25,27,26,2180,2182,2181,2147,2149,2148,[25],[26],rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,dans le Royaume-Uni,nsubj,acl:relcl,obl:mod,25,27,32,2180,2182,2187,2147,2149,2154,[25],"[30, 31, 32]",rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,Royaume-Uni,nsubj,acl:relcl,obl:mod,25,27,33,2180,2182,2188,2147,2149,,[25],[33],rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False
