Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"En effet, sur le bûcher enflammé se détachait alors le corps du vieux rajah.",,enflammé,,,acl,,,7,,,26388,,[],[],enflammer,6,_,_,1332,648,1333,[],[],[],[],[],[],[],False,False,False,
"En effet, sur le bûcher enflammé se détachait alors le corps du vieux rajah.",,détachait,En effet,,root,obl:mod,,9,2.0,,26390,26383.0,[],"[1, 2]",détacher,0,_,_,1332,648,1333,[],[],[],[],[],[],[],False,False,False,
"En effet, sur le bûcher enflammé se détachait alors le corps du vieux rajah.",,détachait,sur le bûcher,,root,obl:mod,,9,6.0,,26390,26387.0,[],"[4, 5, 6]",détacher,0,_,_,1332,648,1333,[],[],[],[],[],[],[],False,False,False,
"En effet, sur le bûcher enflammé se détachait alors le corps du vieux rajah.",,détachait,se,,root,expl:comp,,9,8.0,,26390,26389.0,[],[8],détacher,0,_,_,1332,648,1333,[],[],[],[],[],[],[],False,False,False,
"En effet, sur le bûcher enflammé se détachait alors le corps du vieux rajah.",,détachait,le corps du vieux rajah,,root,obj,,9,12.0,,26390,26393.0,[],"[11, 12, 13, 14, 15]",détacher,0,_,_,1332,648,1333,[],['30'],['30'],[],[],[],[],True,False,False,
"Les prêtres, revenus de leur frayeur, avaient compris qu' un enlèvement venait de s' accomplir.",,revenus,de leur frayeur,,acl,obl:arg,,4,7.0,,26401,26404.0,[],"[5, 6, 7]",revenir,2,_,_,1333,648,1334,[],['75'],['75'],[],[],[],[],True,False,False,
"Les prêtres, revenus de leur frayeur, avaient compris qu' un enlèvement venait de s' accomplir.",Les prêtres,compris,,nsubj,root,,2.0,10,,26399.0,26407,,"[1, 2]",[],comprendre,0,_,_,1333,648,1334,['75'],[],['75'],[],[],[],[],True,False,False,
"Les prêtres, revenus de leur frayeur, avaient compris qu' un enlèvement venait de s' accomplir.",un enlèvement,venait,,nsubj,ccomp,,13.0,14,,26410.0,26411,,"[12, 13]",[],venir,10,_,_,1333,648,1334,[],[],[],[],[],[],[],False,False,False,
"Les prêtres, revenus de leur frayeur, avaient compris qu' un enlèvement venait de s' accomplir.",un enlèvement,accomplir,s',nsubj,xcomp,expl:comp,13.0,17,16.0,26410.0,26414,26413.0,"[12, 13]",[16],accomplir,14,_,_,1333,648,1334,[],[],[],[],[],[],[],False,False,False,
Aussitôt ils s' étaient précipités dans la forêt.,ils,précipités,s',nsubj,root,expl:comp,2.0,5,3.0,26417.0,26420,26418.0,[2],[3],précipiter,0,_,_,1334,649,1335,['75'],[],['75'],[],[],[],[],True,False,False,
Aussitôt ils s' étaient précipités dans la forêt.,ils,précipités,dans la forêt,nsubj,root,obl:arg,2.0,5,8.0,26417.0,26420,26423.0,[2],"[6, 7, 8]",précipiter,0,_,_,1334,649,1335,['75'],[],['75'],[],['la forêt'],['la forêt'],['LOC'],True,True,True,
Les gardes les avaient suivis.,Les gardes,suivis,les,nsubj,root,obj,2.0,5,3.0,26426.0,26429,26427.0,"[1, 2]",[3],suivre,0,_,_,1335,649,1336,['21'],['75'],"['21', '75']",[],[],[],[],True,False,False,
"Une décharge avait eu lieu, mais les ravisseurs fuyaient rapidement, et, en quelques instants, ils se trouvaient hors de la portée des balles et des flèches.",Une décharge,eu,lieu,nsubj,root,obj,2.0,4,5.0,26432.0,26434,26435.0,"[1, 2]",[5],avoir,0,_,_,1336,649,1337,[],[],[],[],[],[],[],False,False,False,
"Une décharge avait eu lieu, mais les ravisseurs fuyaient rapidement, et, en quelques instants, ils se trouvaient hors de la portée des balles et des flèches.",les ravisseurs,fuyaient,,nsubj,conj,,9.0,10,,26439.0,26440,,"[8, 9]",[],fuir,4,_,_,1336,649,1337,['165'],[],['165'],[],[],[],[],True,False,False,
"Une décharge avait eu lieu, mais les ravisseurs fuyaient rapidement, et, en quelques instants, ils se trouvaient hors de la portée des balles et des flèches.",ils,trouvaient,en quelques instants,nsubj,conj,obl:mod,19.0,21,17.0,26449.0,26451,26447.0,[19],"[15, 16, 17]",trouver,10,_,_,1336,649,1337,['165'],[],['165'],[],[],[],[],True,False,False,
"Une décharge avait eu lieu, mais les ravisseurs fuyaient rapidement, et, en quelques instants, ils se trouvaient hors de la portée des balles et des flèches.",ils,trouvaient,se,nsubj,conj,expl:comp,19.0,21,20.0,26449.0,26451,26450.0,[19],[20],trouver,10,_,_,1336,649,1337,['165'],[],['165'],[],[],[],[],True,False,False,
"Une décharge avait eu lieu, mais les ravisseurs fuyaient rapidement, et, en quelques instants, ils se trouvaient hors de la portée des balles et des flèches.",ils,trouvaient,hors de la portée des balles et des flèches,nsubj,conj,obl:arg,19.0,21,25.0,26449.0,26451,26455.0,[19],"[22, 23, 24, 25, 26, 27, 28, 29, 30]",trouver,10,_,_,1336,649,1337,['165'],[],['165'],[],[],[],[],True,False,False,
Le hardi enlèvement avait réussi.,Le hardi enlèvement,réussi,,nsubj,root,,3.0,5,,26464.0,26466,,"[1, 2, 3]",[],réussir,0,_,_,1337,650,1338,[],[],[],[],[],[],[],False,False,False,
"Une heure après, Passepartout riait encore de son succès.",Passepartout,riait,de son succès,nsubj,root,obl:arg,5.0,6,10.0,26472.0,26473,26477.0,[5],"[8, 9, 10]",rire,0,_,_,1338,650,1339,['0'],['0'],['0'],[],[],[],[],True,False,False,
Sir Francis Cromarty avait serré la main de l' intrépide garçon.,Sir Francis Cromarty,serré,la main de l'intrépide garçon,nsubj,root,obj,1.0,5,7.0,26479.0,26483,26485.0,"[1, 2, 3]","[6, 7, 8, 9, 10, 11]",serrer,0,_,_,1339,650,1340,['7'],['0'],"['7', '0']",[],[],[],[],True,False,False,
"Son maître lui avait dit:« Bien», ce qui, dans la bouche de ce gentleman, équivalait à une haute approbation.",Son maître,dit,lui,nsubj,root,iobj,2.0,5,3.0,26492.0,26495,26493.0,"[1, 2]",[3],dire,0,_,_,1340,650,1341,"['7', '1']",['0'],"['7', '1', '0']",[],[],[],[],True,False,False,
"Son maître lui avait dit:« Bien», ce qui, dans la bouche de ce gentleman, équivalait à une haute approbation.",qui,équivalait,dans la bouche de ce gentleman,nsubj,acl:relcl,obl:mod,12.0,21,16.0,26502.0,26511,26506.0,[12],"[14, 15, 16, 17, 18, 19]",équivaloir,11,_,_,1340,650,1341,[],['7'],['7'],[],[],[],[],True,False,False,
"Son maître lui avait dit:« Bien», ce qui, dans la bouche de ce gentleman, équivalait à une haute approbation.",qui,équivalait,à une haute approbation,nsubj,acl:relcl,obl:arg,12.0,21,25.0,26502.0,26511,26515.0,[12],"[22, 23, 24, 25]",équivaloir,11,_,_,1340,650,1341,[],[],[],[],[],[],[],False,False,False,
À quoi Passepartout avait répondu que tout l' honneur de l' affaire appartenait à son maître.,Passepartout,répondu,À quoi,nsubj,root,obl:mod,3.0,5,2.0,26519.0,26521,26518.0,[3],"[1, 2]",répondre,0,_,_,1341,650,1342,['0'],[],['0'],[],[],[],[],True,False,False,
À quoi Passepartout avait répondu que tout l' honneur de l' affaire appartenait à son maître.,tout l'honneur de l'affaire,appartenait,à son maître,nsubj,ccomp,obl:arg,9.0,13,16.0,26525.0,26529,26532.0,"[7, 8, 9, 10, 11, 12]","[14, 15, 16]",appartenir,5,_,_,1341,650,1342,[],"['0', '1']","['0', '1']",[],[],[],[],True,False,False,
"Pour lui, il n' avait eu qu' une idée« drôle», et il riait en songeant que, pendant quelques instants, lui, Passepartout, ancien gymnaste, ex-sergent de pompiers, avait été le veuf d' une charmante femme, un vieux rajah embaumé!",il,eu,Pour lui,nsubj,root,obl:mod,4.0,7,2.0,26537.0,26540,26535.0,[4],"[1, 2]",avoir,0,_,_,1342,650,1343,['0'],['0'],['0'],[],[],[],[],True,False,False,
"Pour lui, il n' avait eu qu' une idée« drôle», et il riait en songeant que, pendant quelques instants, lui, Passepartout, ancien gymnaste, ex-sergent de pompiers, avait été le veuf d' une charmante femme, un vieux rajah embaumé!",il,eu,qu'une idée drôle,nsubj,root,obj,4.0,7,10.0,26537.0,26540,26543.0,[4],"[8, 9, 10, 12]",avoir,0,_,_,1342,650,1343,['0'],[],['0'],[],[],[],[],True,False,False,
"Pour lui, il n' avait eu qu' une idée« drôle», et il riait en songeant que, pendant quelques instants, lui, Passepartout, ancien gymnaste, ex-sergent de pompiers, avait été le veuf d' une charmante femme, un vieux rajah embaumé!",il,riait,,nsubj,conj,,16.0,17,,26549.0,26550,,[16],[],rire,7,_,_,1342,650,1343,['0'],[],['0'],[],[],[],[],True,False,False,
"Pour lui, il n' avait eu qu' une idée« drôle», et il riait en songeant que, pendant quelques instants, lui, Passepartout, ancien gymnaste, ex-sergent de pompiers, avait été le veuf d' une charmante femme, un vieux rajah embaumé!",il,songeant,pendant quelques instants,nsubj,advcl,obl:mod,16.0,19,24.0,26549.0,26552,26557.0,[16],"[22, 23, 24]",songer,17,_,_,1342,650,1343,['0'],[],['0'],[],[],[],[],True,False,False,
"Pour lui, il n' avait eu qu' une idée« drôle», et il riait en songeant que, pendant quelques instants, lui, Passepartout, ancien gymnaste, ex-sergent de pompiers, avait été le veuf d' une charmante femme, un vieux rajah embaumé!",,embaumé,,,acl,,,49,,,26582,,[],[],embaumer,48,30,PER,1342,650,1343,[],[],[],[],[],[],[],False,False,False,
"Quant à la jeune Indienne, elle n' avait pas eu conscience de ce qui s' était passé.",elle,eu,Quant à la jeune Indienne,nsubj,root,obl:mod,7.0,11,5.0,26590.0,26594,26588.0,[7],"[1, 2, 3, 4, 5]",avoir,0,_,_,1343,651,1344,['4'],['4'],['4'],[],[],[],[],True,False,False,
"Quant à la jeune Indienne, elle n' avait pas eu conscience de ce qui s' était passé.",elle,eu,conscience,nsubj,root,obj,7.0,11,12.0,26590.0,26594,26595.0,[7],[12],avoir,0,_,_,1343,651,1344,['4'],[],['4'],[],[],[],[],True,False,False,
"Quant à la jeune Indienne, elle n' avait pas eu conscience de ce qui s' était passé.",elle,eu,de ce,nsubj,root,obl:arg,7.0,11,14.0,26590.0,26594,26597.0,[7],"[13, 14]",avoir,0,_,_,1343,651,1344,['4'],[],['4'],[],[],[],[],True,False,False,
"Quant à la jeune Indienne, elle n' avait pas eu conscience de ce qui s' était passé.",qui,passé,s',nsubj,acl:relcl,expl:comp,15.0,18,16.0,26598.0,26601,26599.0,[15],[16],passer,14,_,_,1343,651,1344,[],[],[],[],[],[],[],False,False,False,
"Enveloppée dans les couvertures de voyage, elle reposait sur l' un des cacolets.",elle,Enveloppée,dans les couvertures de voyage,nsubj,advcl,obl:arg,8.0,1,4.0,26610.0,26603,26606.0,[8],"[2, 3, 4, 5, 6]",envelopper,9,_,_,1344,651,1345,['4'],[],['4'],[],[],[],[],True,False,False,
"Enveloppée dans les couvertures de voyage, elle reposait sur l' un des cacolets.",elle,reposait,sur l'un des cacolets,nsubj,root,obl:arg,8.0,9,12.0,26610.0,26611,26614.0,[8],"[10, 11, 12, 13, 14]",reposer,0,_,_,1344,651,1345,['4'],[],['4'],[],[],[],[],True,False,False,
"Cependant l' éléphant, guidé avec une extrême sûreté par le Parsi, courait rapidement dans la forêt encore obscure.",,guidé,avec une extrême sûreté,,acl,obl:mod,,5,9.0,,26622,26626.0,[],"[6, 7, 8, 9]",guider,3,_,_,1345,652,1346,[],[],[],[],[],[],[],False,False,False,
"Cependant l' éléphant, guidé avec une extrême sûreté par le Parsi, courait rapidement dans la forêt encore obscure.",,guidé,par le Parsi,,acl,obl:agent,,5,12.0,,26622,26629.0,[],"[10, 11, 12]",guider,3,_,_,1345,652,1346,[],['20'],['20'],[],[],[],[],True,False,False,
"Cependant l' éléphant, guidé avec une extrême sûreté par le Parsi, courait rapidement dans la forêt encore obscure.",l'éléphant,courait,dans la forêt encore obscure,nsubj,root,obl:arg,3.0,14,18.0,26620.0,26631,26635.0,"[2, 3]","[16, 17, 18, 19, 20]",courir,0,_,_,1345,652,1346,[],[],[],[],['la forêt encore obscure'],['la forêt encore obscure'],['LOC'],False,True,False,
"Une heure après avoir quitté la pagode de Pillaji, il se lançait à travers une immense plaine.",Une heure,quitté,la pagode de Pillaji,nsubj,advcl,obj,2.0,5,7.0,26640.0,26643,26645.0,"[1, 2]","[6, 7, 8, 9]",quitter,13,_,_,1346,652,1347,[],[],[],[],['la pagode de pillaji'],['la pagode de pillaji'],['FAC'],False,True,False,
"Une heure après avoir quitté la pagode de Pillaji, il se lançait à travers une immense plaine.",Une heure,lançait,se,nsubj,root,expl:comp,2.0,13,12.0,26640.0,26651,26650.0,"[1, 2]",[12],lancer,0,_,_,1346,652,1347,[],[],[],[],[],[],[],False,False,False,
"Une heure après avoir quitté la pagode de Pillaji, il se lançait à travers une immense plaine.",Une heure,lançait,à travers une immense plaine,nsubj,root,obl:mod,2.0,13,18.0,26640.0,26651,26656.0,"[1, 2]","[14, 15, 16, 17, 18]",lancer,0,_,_,1346,652,1347,[],[],[],[],['une immense plaine'],['une immense plaine'],['LOC'],False,True,False,
"À sept heures, on fit halte.",on,fit,À sept heures,nsubj,root,obl:mod,5.0,6,3.0,26662.0,26663,26660.0,[5],"[1, 2, 3]",faire,0,_,_,1347,652,1348,['354'],[],['354'],[],[],[],[],True,False,False,
"À sept heures, on fit halte.",on,fit,halte,nsubj,root,obj,5.0,6,7.0,26662.0,26663,26664.0,[5],[7],faire,0,_,_,1347,652,1348,['354'],[],['354'],[],[],[],[],True,False,False,
"Le guide lui fit boire quelques gorgées d' eau et de brandy, mais cette influence stupéfiante qui l' accablait devait se prolonger quelque temps encore.",,boire,quelques gorgées d'eau et de brandy,,root,obj,,5,7.0,,26680,26682.0,[],"[6, 7, 8, 9, 10, 11, 12]",boire,0,_,_,1349,652,1350,[],[],[],[],[],[],[],False,False,False,
"Le guide lui fit boire quelques gorgées d' eau et de brandy, mais cette influence stupéfiante qui l' accablait devait se prolonger quelque temps encore.",qui,accablait,l',nsubj,acl:relcl,obj,18.0,20,19.0,26693.0,26695,26694.0,[18],[19],accabler,16,_,_,1349,652,1350,[],['4'],['4'],[],[],[],[],True,False,False,
"Le guide lui fit boire quelques gorgées d' eau et de brandy, mais cette influence stupéfiante qui l' accablait devait se prolonger quelque temps encore.",,devait,,,dep,,,21,,,26696,,[],[],devoir,5,_,_,1349,652,1350,[],[],[],[],[],[],[],False,False,False,
"Le guide lui fit boire quelques gorgées d' eau et de brandy, mais cette influence stupéfiante qui l' accablait devait se prolonger quelque temps encore.",,prolonger,se,,xcomp,expl:comp,,23,22.0,,26698,26697.0,[],[22],prolonger,21,_,_,1349,652,1350,[],[],[],[],[],[],[],False,False,False,
"Le guide lui fit boire quelques gorgées d' eau et de brandy, mais cette influence stupéfiante qui l' accablait devait se prolonger quelque temps encore.",,prolonger,quelque temps,,xcomp,obl:mod,,23,25.0,,26698,26700.0,[],"[24, 25]",prolonger,21,_,_,1349,652,1350,[],[],[],[],[],[],[],False,False,False,
"Sir Francis Cromarty, qui connaissait les effets de l' ivresse produite par l' inhalation des vapeurs du chanvre, n' avait aucune inquiétude sur son compte.",qui,connaissait,les effets de l'ivresse,nsubj,acl:relcl,obj,5.0,6,8.0,26707.0,26708,26710.0,[5],"[7, 8, 9, 10, 11]",connaître,1,_,_,1350,653,1351,['7'],[],['7'],[],[],[],[],True,False,False,
"Sir Francis Cromarty, qui connaissait les effets de l' ivresse produite par l' inhalation des vapeurs du chanvre, n' avait aucune inquiétude sur son compte.",,produite,par l'inhalation des vapeurs du chanvre,,acl,obl:agent,,12,15.0,,26714,26717.0,[],"[13, 14, 15, 16, 17, 18, 19]",produire,11,_,_,1350,653,1351,[],[],[],[],[],[],[],False,False,False,
"Sir Francis Cromarty, qui connaissait les effets de l' ivresse produite par l' inhalation des vapeurs du chanvre, n' avait aucune inquiétude sur son compte.",Sir Francis Cromarty,avait,aucune inquiétude,nsubj,root,obj,1.0,22,24.0,26703.0,26724,26726.0,"[1, 2, 3]","[23, 24]",avoir,0,_,_,1350,653,1351,['7'],[],['7'],[],[],[],[],True,False,False,
"Sir Francis Cromarty, qui connaissait les effets de l' ivresse produite par l' inhalation des vapeurs du chanvre, n' avait aucune inquiétude sur son compte.",Sir Francis Cromarty,avait,sur son compte,nsubj,root,obl:arg,1.0,22,27.0,26703.0,26724,26729.0,"[1, 2, 3]","[25, 26, 27]",avoir,0,_,_,1350,653,1351,['7'],['4'],"['7', '4']",[],[],[],[],True,False,False,
"Mais si le rétablissement de la jeune Indienne ne fit pas question dans l' esprit du brigadier général, celui-ci se montrait moins rassuré pour l' avenir.",le rétablissement de la jeune Indienne,fit,question,nsubj,advcl,obj,4.0,10,12.0,26734.0,26740,26742.0,"[3, 4, 5, 6, 7, 8]",[12],faire,22,_,_,1351,654,1352,['4'],[],['4'],[],[],[],[],True,False,False,
"Mais si le rétablissement de la jeune Indienne ne fit pas question dans l' esprit du brigadier général, celui-ci se montrait moins rassuré pour l' avenir.",le rétablissement de la jeune Indienne,fit,dans l'esprit du brigadier général,nsubj,advcl,obl:mod,4.0,10,15.0,26734.0,26740,26745.0,"[3, 4, 5, 6, 7, 8]","[13, 14, 15, 16, 17, 18]",faire,22,_,_,1351,654,1352,['4'],['7'],"['4', '7']",[],[],[],[],True,False,False,
"Mais si le rétablissement de la jeune Indienne ne fit pas question dans l' esprit du brigadier général, celui-ci se montrait moins rassuré pour l' avenir.",celui-ci,montrait,se,nsubj,root,expl:comp,20.0,22,21.0,26750.0,26752,26751.0,[20],[21],montrer,0,_,_,1351,654,1352,['7'],[],['7'],[],[],[],[],True,False,False,
"Mais si le rétablissement de la jeune Indienne ne fit pas question dans l' esprit du brigadier général, celui-ci se montrait moins rassuré pour l' avenir.",celui-ci,rassuré,pour l'avenir,nsubj,xcomp,obl:mod,20.0,24,27.0,26750.0,26754,26757.0,[20],"[25, 26, 27]",rassurer,22,_,_,1351,654,1352,['7'],[],['7'],[],[],[],[],True,False,False,
"Il n' hésita pas à dire à Phileas Fogg que si Mrs. Aouda restait dans l' Inde, elle retomberait inévitablement entre les mains de ses bourreaux.",Il,hésita,,nsubj,root,,1.0,3,,26759.0,26761,,[1],[],hésiter,0,_,_,1352,654,1353,['7'],[],['7'],[],[],[],[],True,False,False,
"Il n' hésita pas à dire à Phileas Fogg que si Mrs. Aouda restait dans l' Inde, elle retomberait inévitablement entre les mains de ses bourreaux.",Il,dire,à Phileas Fogg,nsubj,xcomp,obl:arg,1.0,6,8.0,26759.0,26764,26766.0,[1],"[7, 8, 9]",dire,3,_,_,1352,654,1353,['7'],['3'],"['7', '3']",[],[],[],[],True,False,False,
"Il n' hésita pas à dire à Phileas Fogg que si Mrs. Aouda restait dans l' Inde, elle retomberait inévitablement entre les mains de ses bourreaux.",Mrs. Aouda,restait,dans l'Inde,nsubj,advcl,obl:arg,12.0,15,18.0,26770.0,26773,26776.0,"[12, 13, 14]","[16, 17, 18]",rester,21,_,_,1352,654,1353,['4'],[],['4'],[],[],[],[],True,False,False,
"Il n' hésita pas à dire à Phileas Fogg que si Mrs. Aouda restait dans l' Inde, elle retomberait inévitablement entre les mains de ses bourreaux.",elle,retomberait,entre les mains de ses bourreaux,nsubj,ccomp,obl:arg,20.0,21,25.0,26778.0,26779,26783.0,[20],"[23, 24, 25, 26, 27, 28]",retomber,6,_,_,1352,654,1353,['4'],['4'],['4'],[],[],[],[],True,False,False,
"Ces énergumènes se tenaient dans toute la péninsule, et certainement, malgré la police anglaise, ils sauraient reprendre leur victime, fût -ce à Madras, à Bombay, à Calcutta.",Ces énergumènes,tenaient,se,nsubj,root,expl:comp,2.0,4,3.0,26789.0,26791,26790.0,"[1, 2]",[3],tenir,0,_,_,1353,654,1354,['166'],[],['166'],[],[],[],[],True,False,False,
"Ces énergumènes se tenaient dans toute la péninsule, et certainement, malgré la police anglaise, ils sauraient reprendre leur victime, fût -ce à Madras, à Bombay, à Calcutta.",Ces énergumènes,tenaient,dans toute la péninsule,nsubj,root,obl:mod,2.0,4,8.0,26789.0,26791,26795.0,"[1, 2]","[5, 6, 7, 8]",tenir,0,_,_,1353,654,1354,['166'],[],['166'],[],[],[],[],True,False,False,
"Ces énergumènes se tenaient dans toute la péninsule, et certainement, malgré la police anglaise, ils sauraient reprendre leur victime, fût -ce à Madras, à Bombay, à Calcutta.",ils,sauraient,malgré la police anglaise,nsubj,conj,obl:mod,18.0,19,15.0,26805.0,26806,26802.0,[18],"[13, 14, 15, 16]",savoir,4,_,_,1353,654,1354,['166'],[],['166'],[],[],[],[],True,False,False,
"Ces énergumènes se tenaient dans toute la péninsule, et certainement, malgré la police anglaise, ils sauraient reprendre leur victime, fût -ce à Madras, à Bombay, à Calcutta.",ils,sauraient,à Madras à Bombay à Calcutta,nsubj,conj,obl:arg,18.0,19,27.0,26805.0,26806,26814.0,[18],"[26, 27, 29, 30, 32, 33]",savoir,4,_,_,1353,654,1354,['166'],[],['166'],[],[],[],[],True,False,False,
"Ces énergumènes se tenaient dans toute la péninsule, et certainement, malgré la police anglaise, ils sauraient reprendre leur victime, fût -ce à Madras, à Bombay, à Calcutta.",ils,reprendre,leur victime,nsubj,xcomp,obj,18.0,20,22.0,26805.0,26807,26809.0,[18],"[21, 22]",reprendre,19,_,_,1353,654,1354,['166'],['4'],"['166', '4']",[],[],[],[],True,False,False,
"Ces énergumènes se tenaient dans toute la péninsule, et certainement, malgré la police anglaise, ils sauraient reprendre leur victime, fût -ce à Madras, à Bombay, à Calcutta.",,fût,,,parataxis,,,24,,,26811,,[],[],être,19,_,_,1353,654,1354,[],[],[],[],[],[],[],False,False,False,
"Et Sir Francis Cromarty citait, à l' appui de ce dire, un fait de même nature qui s' était passé récemment.",Sir Francis Cromarty,citait,à l'appui de ce dire,nsubj,root,obl:mod,2.0,5,9.0,26823.0,26826,26830.0,"[2, 3, 4]","[7, 8, 9, 10, 11, 12]",citer,0,_,_,1354,654,1355,['7'],[],['7'],[],[],[],[],True,False,False,
"Et Sir Francis Cromarty citait, à l' appui de ce dire, un fait de même nature qui s' était passé récemment.",Sir Francis Cromarty,citait,un fait de même nature,nsubj,root,obj,2.0,5,15.0,26823.0,26826,26836.0,"[2, 3, 4]","[14, 15, 16, 17, 18]",citer,0,_,_,1354,654,1355,['7'],[],['7'],[],[],[],[],True,False,False,
"Et Sir Francis Cromarty citait, à l' appui de ce dire, un fait de même nature qui s' était passé récemment.",qui,passé,s',nsubj,acl:relcl,expl:comp,19.0,22,20.0,26840.0,26843,26841.0,[19],[20],passer,15,_,_,1354,654,1355,[],[],[],[],[],[],[],False,False,False,
"À son avis, la jeune femme ne serait véritablement en sûreté qu' après avoir quitté l' Inde.",la jeune femme,quitté,l'Inde,nsubj,advcl,obj,7.0,16,18.0,26852.0,26861,26863.0,"[5, 6, 7]","[17, 18]",quitter,12,_,_,1355,654,1356,['4'],[],['4'],[],[],[],[],True,False,False,
Phileas Fogg répondit qu' il tiendrait compte de ces observations et qu' il aviserait.,Phileas Fogg,répondit,,nsubj,root,,1.0,3,,26865.0,26867,,"[1, 2]",[],répondre,0,_,_,1356,655,1357,['3'],[],['3'],[],[],[],[],True,False,False,
Phileas Fogg répondit qu' il tiendrait compte de ces observations et qu' il aviserait.,il,tiendrait,compte,nsubj,ccomp,obj,5.0,6,7.0,26869.0,26870,26871.0,[5],[7],tenir,3,_,_,1356,655,1357,['3'],[],['3'],[],[],[],[],True,False,False,
Phileas Fogg répondit qu' il tiendrait compte de ces observations et qu' il aviserait.,il,tiendrait,de ces observations,nsubj,ccomp,obl:arg,5.0,6,10.0,26869.0,26870,26874.0,[5],"[8, 9, 10]",tenir,3,_,_,1356,655,1357,['3'],[],['3'],[],[],[],[],True,False,False,
Phileas Fogg répondit qu' il tiendrait compte de ces observations et qu' il aviserait.,il,aviserait,,nsubj,conj,,13.0,14,,26877.0,26878,,[13],[],aviser,6,_,_,1356,655,1357,['3'],[],['3'],[],[],[],[],True,False,False,
"Vers dix heures, le guide annonçait la station d' Allahabad.",le guide,annonçait,Vers dix heures,nsubj,root,obl:mod,6.0,7,3.0,26885.0,26886,26882.0,"[5, 6]","[1, 2, 3]",annoncer,0,_,_,1357,656,1358,['0'],[],['0'],[],[],[],[],True,False,False,
"Vers dix heures, le guide annonçait la station d' Allahabad.",le guide,annonçait,la station d'Allahabad,nsubj,root,obj,6.0,7,9.0,26885.0,26886,26888.0,"[5, 6]","[8, 9, 10, 11]",annoncer,0,_,_,1357,656,1358,['0'],[],['0'],[],"[""la station d' allahabad""]","[""la station d' allahabad""]",['FAC'],True,True,True,
"Là reprenait la voie interrompue du chemin de fer, dont les trains franchissent, en moins d' un jour et d' une nuit, la distance qui sépare Allahabad de Calcutta.",,reprenait,la voie du chemin de fer,,root,obj,,2,4.0,,26893,26895.0,[],"[3, 4, 6, 7, 8, 9]",reprendre,0,_,_,1358,656,1359,[],[],[],[],[],[],[],False,False,False,
"Là reprenait la voie interrompue du chemin de fer, dont les trains franchissent, en moins d' un jour et d' une nuit, la distance qui sépare Allahabad de Calcutta.",,interrompue,,,acl,,,5,,,26896,,[],[],interrompre,4,_,_,1358,656,1359,[],[],[],[],[],[],[],False,False,False,
"Là reprenait la voie interrompue du chemin de fer, dont les trains franchissent, en moins d' un jour et d' une nuit, la distance qui sépare Allahabad de Calcutta.",dont les trains,franchissent,en moins d'un jour et d'une nuit,nsubj,acl:relcl,obl:mod,13.0,14,20.0,26904.0,26905,26911.0,"[11, 12, 13]","[16, 17, 18, 19, 20, 21, 22, 23, 24]",franchir,7,_,_,1358,656,1359,[],[],[],[],[],[],[],False,False,False,
"Là reprenait la voie interrompue du chemin de fer, dont les trains franchissent, en moins d' un jour et d' une nuit, la distance qui sépare Allahabad de Calcutta.",dont les trains,franchissent,la distance,nsubj,acl:relcl,obj,13.0,14,27.0,26904.0,26905,26918.0,"[11, 12, 13]","[26, 27]",franchir,7,_,_,1358,656,1359,[],[],[],[],[],[],[],False,False,False,
"Là reprenait la voie interrompue du chemin de fer, dont les trains franchissent, en moins d' un jour et d' une nuit, la distance qui sépare Allahabad de Calcutta.",qui,sépare,Allahabad,nsubj,acl:relcl,obj,28.0,29,30.0,26919.0,26920,26921.0,[28],[30],séparer,27,_,_,1358,656,1359,[],[],[],[],[],[],[],False,False,False,
"Là reprenait la voie interrompue du chemin de fer, dont les trains franchissent, en moins d' un jour et d' une nuit, la distance qui sépare Allahabad de Calcutta.",qui,sépare,de Calcutta,nsubj,acl:relcl,obl:arg,28.0,29,32.0,26919.0,26920,26923.0,[28],"[31, 32]",séparer,27,_,_,1358,656,1359,[],[],[],[],[],[],[],False,False,False,
"Phileas Fogg devait donc arriver à temps pour prendre un paquebot qui ne partait que le lendemain seulement, 25 octobre, à midi, pour Hong - Kong.",Phileas Fogg,devait,,nsubj,root,,1.0,3,,26925.0,26927,,"[1, 2]",[],devoir,0,_,_,1359,657,1360,['3'],[],['3'],[],[],[],[],True,False,False,
"Phileas Fogg devait donc arriver à temps pour prendre un paquebot qui ne partait que le lendemain seulement, 25 octobre, à midi, pour Hong - Kong.",Phileas Fogg,arriver,à temps,nsubj,xcomp,obl:mod,1.0,5,7.0,26925.0,26929,26931.0,"[1, 2]","[6, 7]",arriver,3,Dpt au sens large,VERB,1359,657,1360,['3'],[],['3'],[],[],[],[],True,False,False,
