Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"La distance à vol d’ oiseau n’ est que de mille à onze cents milles, et des trains, animés d’ une vitesse moyenne seulement, n’ emploieraient pas trois jours à la franchir  ; mais cette distance est accrue d’ un tiers, au moins, par la corde que décrit le railway en s’ élevant jusqu’ à Allahabad dans le nord de la péninsule.",le railway,élevant,s’,nsubj,advcl,expl:comp,56.0,59,58.0,"[55, 56]",[58],élever,54,_,_,795,411,795,[],[],[],[],[],[],[],False,False,False,10
"La distance à vol d’ oiseau n’ est que de mille à onze cents milles, et des trains, animés d’ une vitesse moyenne seulement, n’ emploieraient pas trois jours à la franchir  ; mais cette distance est accrue d’ un tiers, au moins, par la corde que décrit le railway en s’ élevant jusqu’ à Allahabad dans le nord de la péninsule.",le railway,élevant,jusqu’à Allahabad,nsubj,advcl,obl:arg,56.0,59,62.0,"[55, 56]","[60, 61, 62]",élever,54,_,_,795,411,795,[],[],[],[],[],[],[],False,False,False,10
"La distance à vol d’ oiseau n’ est que de mille à onze cents milles, et des trains, animés d’ une vitesse moyenne seulement, n’ emploieraient pas trois jours à la franchir  ; mais cette distance est accrue d’ un tiers, au moins, par la corde que décrit le railway en s’ élevant jusqu’ à Allahabad dans le nord de la péninsule.",le railway,élevant,dans le nord de la péninsule,nsubj,advcl,obl:mod,56.0,59,65.0,"[55, 56]","[63, 64, 65, 66, 67, 68]",élever,54,_,_,795,411,795,[],[],[],[],"['le nord de la péninsule', 'la péninsule']","['le nord de la péninsule', 'la péninsule']",['LOC'],False,True,False,10
"Voici, en somme, le tracé à grands points du«   Great Indian peninsular railway  ».",,Voici,en somme le tracé à grands points,,root,obj,,1,7.0,[],"[3, 4, 6, 7, 8, 9, 10]",voici,0,_,_,796,412,796,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,quittant,l’île de Bombay,nsubj,advcl,obj,8.0,2,4.0,[8],"[3, 4, 5, 6]",quitter,9,_,_,797,412,797,[],[],[],[],['l’ île de bombay'],['l’ île de bombay'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,traverse,Salcette,nsubj,root,obj,8.0,9,10.0,[8],[10],traverser,0,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,saute,sur le continent,nsubj,conj,obl:arg,8.0,12,15.0,[8],"[13, 14, 15]",saute,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,saute,en face de Tannah,nsubj,conj,obl:mod,8.0,12,17.0,[8],"[16, 17, 18, 19]",saute,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,franchit,la chaîne des Ghâtes-Occidentales,nsubj,conj,obj,8.0,21,23.0,[8],"[22, 23, 24, 25, 26, 27]",franchir,9,_,_,797,412,797,[],[],[],[],['la chaîne des ghâtes - occidentales'],['la chaîne des ghâtes - occidentales'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,court,au nord-est,nsubj,conj,obl:arg,8.0,29,31.0,[8],"[30, 31]",courir,9,_,_,797,412,797,[],[],[],[],['au nord-est'],['au nord-est'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,court,jusqu’à Burhampour,nsubj,conj,obl:mod,8.0,29,34.0,[8],"[32, 33, 34]",courir,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,sillonne,le territoire à peu près indépendant du Bundelkund,nsubj,conj,obj,8.0,36,38.0,[8],"[37, 38, 39, 40, 41, 42, 43, 44]",sillonner,9,_,_,797,412,797,[],[],[],[],['le territoire à peu près indépendant du bundelkund'],['le territoire à peu près indépendant du bundelkund'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,élève,s’,nsubj,conj,expl:comp,8.0,47,46.0,[8],[46],élever,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,élève,jusqu’à Allahabad,nsubj,conj,obl:arg,8.0,47,50.0,[8],"[48, 49, 50]",élever,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,infléchit,s’,nsubj,conj,expl:comp,8.0,53,52.0,[8],[52],infléchir,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,infléchit,vers l’est,nsubj,conj,obl:arg,8.0,53,56.0,[8],"[54, 55, 56]",infléchir,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,rencontre,le Gange,nsubj,conj,obj,8.0,58,60.0,[8],"[59, 60]",rencontre,9,_,_,797,412,797,[],[],[],[],['le gange'],['le gange'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,rencontre,à Bénarès,nsubj,conj,obl:mod,8.0,58,62.0,[8],"[61, 62]",rencontre,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,écarte,s’,nsubj,conj,expl:comp,8.0,66,64.0,[8],[64],écarter,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,écarte,en,nsubj,conj,iobj,8.0,66,65.0,[8],[65],écarter,9,_,_,797,412,797,[],[],[],[],['en'],['en'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,redescendant,au sud-est,nsubj,advcl,obl:arg,83.0,71,73.0,[83],"[72, 73]",redescendre,84,_,_,797,412,797,[],[],[],[],['au sud-est'],['au sud-est'],['LOC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,redescendant,par Burdivan et la ville française de Chandernagor,nsubj,advcl,obl:mod,83.0,71,75.0,[83],"[74, 75, 76, 77, 78, 79, 80, 81]",redescendre,84,_,_,797,412,797,[],[],[],[],['la ville française de chandernagor'],['la ville française de chandernagor'],['FAC'],False,True,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,fait,tête de ligne,nsubj,conj,obj,83.0,84,85.0,[83],"[85, 86, 87]",faire,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"En quittant l’ île de Bombay, il traverse Salcette, saute sur le continent en face de Tannah, franchit la chaîne des Ghâtes - Occidentales, court au nord-est jusqu’ à Burhampour, sillonne le territoire à peu près indépendant du Bundelkund, s’ élève jusqu’ à Allahabad, s’ infléchit vers l’ est, rencontre le Gange à Bénarès, s’ en écarte légèrement, et, redescendant au sud-est par Burdivan et la ville française de Chandernagor, il fait tête de ligne à Calcutta.",il,fait,à Calcutta,nsubj,conj,obl:arg,83.0,84,89.0,[83],"[88, 89]",faire,9,_,_,797,412,797,[],[],[],[],[],[],[],False,False,False,10
"C’ était à quatre heures et demie du soir que les passagers du Mongolia avaient débarqué à Bombay, et le train de Calcutta partait à huit heures précises.",les passagers du Mongolia,débarqué,que,nsubj,dep,iobj,12.0,16,10.0,"[11, 12, 13, 14]",[10],débarquer,5,_,_,798,413,798,['335'],[],['335'],[],[],[],[],True,False,False,10
"C’ était à quatre heures et demie du soir que les passagers du Mongolia avaient débarqué à Bombay, et le train de Calcutta partait à huit heures précises.",les passagers du Mongolia,débarqué,à Bombay,nsubj,dep,obl:arg,12.0,16,18.0,"[11, 12, 13, 14]","[17, 18]",débarquer,5,_,_,798,413,798,['335'],[],['335'],[],[],[],[],True,False,False,10
"C’ était à quatre heures et demie du soir que les passagers du Mongolia avaient débarqué à Bombay, et le train de Calcutta partait à huit heures précises.",le train de Calcutta,partait,à huit heures précises,nsubj,conj,obl:arg,22.0,25,28.0,"[21, 22, 23, 24]","[26, 27, 28, 29]",partir,16,_,_,798,413,798,[],[],[],[],[],[],[],False,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",Mr. Fogg,prit,congé,nsubj,advcl,obj,1.0,3,5.0,"[1, 2]",[5],prendre,59,_,_,799,414,799,['1'],[],['1'],[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",Mr. Fogg,prit,de ses partenaires,nsubj,advcl,obl:arg,1.0,3,8.0,"[1, 2]","[6, 7, 8]",prendre,59,_,_,799,414,799,['1'],"['1', '336']","['1', '336']",[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",Mr. Fogg,quitta,le paquebot,nsubj,conj,obj,1.0,10,12.0,"[1, 2]","[11, 12]",quitter,3,_,_,799,414,799,['1'],[],['1'],[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",Mr. Fogg,donna,à son domestique,nsubj,conj,obl:arg,1.0,14,17.0,"[1, 2]","[15, 16, 17]",donner,3,_,_,799,414,799,['1'],"['1', '10']","['1', '10']",[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",Mr. Fogg,donna,le détail de quelques emplettes,nsubj,conj,obj,1.0,14,19.0,"[1, 2]","[18, 19, 20, 21, 22]",donner,3,_,_,799,414,799,['1'],[],['1'],[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",,faire,,,acl,,,24,,[],[],faire,22,_,_,799,414,799,[],[],[],[],[],[],[],False,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",Mr. Fogg,recommanda,lui,nsubj,conj,iobj,1.0,27,26.0,"[1, 2]",[26],recommander,3,_,_,799,414,799,['1'],['10'],"['1', '10']",[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",,trouver,se,,xcomp,expl:comp,,31,30.0,[],[30],trouver,27,_,_,799,414,799,[],[],[],[],[],[],[],False,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",,trouver,avant huit heures,,xcomp,obl:mod,,31,34.0,[],"[32, 33, 34]",trouver,27,_,_,799,414,799,[],[],[],[],[],[],[],False,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",,trouver,à la gare,,xcomp,obl:mod,,31,37.0,[],"[35, 36, 37]",trouver,27,_,_,799,414,799,[],[],[],[],['la gare'],['la gare'],['FAC'],False,True,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",qui,battait,de son pas régulier,nsubj,conj,obl:mod,45.0,46,43.0,[45],"[41, 42, 43, 44]",battre,3,_,_,799,414,799,[],['1'],['1'],[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",qui,battait,la seconde,nsubj,conj,obj,45.0,46,48.0,[45],"[47, 48]",battre,3,_,_,799,414,799,[],[],[],[],[],[],[],False,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",qui,battait,comme le pendule d’une horloge astronomique,nsubj,conj,obl:mod,45.0,46,51.0,[45],"[49, 50, 51, 52, 53, 54, 55]",battre,3,_,_,799,414,799,[],[],[],[],[],[],[],False,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",il,dirigea,se,nsubj,root,expl:comp,57.0,59,58.0,[57],[58],diriger,0,_,_,799,414,799,['1'],[],['1'],[],[],[],[],True,False,False,10
"Mr. Fogg prit donc congé de ses partenaires, quitta le paquebot, donna à son domestique le détail de quelques emplettes à faire, lui recommanda expressément de se trouver avant huit heures à la gare, et, de son pas régulier qui battait la seconde comme le pendule d’ une horloge astronomique, il se dirigea vers le bureau des passeports.",il,dirigea,vers le bureau des passeports,nsubj,root,obl:arg,57.0,59,62.0,[57],"[60, 61, 62, 63, 64]",diriger,0,_,_,799,414,799,['1'],[],['1'],[],['le bureau des passeports'],['le bureau des passeports'],['FAC'],True,True,True,10
"Ainsi donc, des merveilles de Bombay, il ne songeait à rien voir, ni l’ hôtel de ville, ni la magnifique bibliothèque, ni les forts, ni les docks, ni le marché au coton, ni les bazars, ni les mosquées, ni les synagogues, ni les églises arméniennes, ni la splendide pagode de Malebar - Hill, ornée de deux tours polygones.",il,songeait,des merveilles de Bombay,nsubj,root,obl:mod,9.0,11,5.0,[9],"[4, 5, 6, 7]",songer,0,_,_,800,415,800,['1'],[],['1'],[],[],[],[],True,False,False,10
"Ainsi donc, des merveilles de Bombay, il ne songeait à rien voir, ni l’ hôtel de ville, ni la magnifique bibliothèque, ni les forts, ni les docks, ni le marché au coton, ni les bazars, ni les mosquées, ni les synagogues, ni les églises arméniennes, ni la splendide pagode de Malebar - Hill, ornée de deux tours polygones.",rien,voir,,nsubj,xcomp,,13.0,14,,[13],[],voir,11,_,_,800,415,800,[],[],[],[],[],[],[],False,False,False,10
"Ainsi donc, des merveilles de Bombay, il ne songeait à rien voir, ni l’ hôtel de ville, ni la magnifique bibliothèque, ni les forts, ni les docks, ni le marché au coton, ni les bazars, ni les mosquées, ni les synagogues, ni les églises arméniennes, ni la splendide pagode de Malebar - Hill, ornée de deux tours polygones.",,ornée,de deux tours polygones,,acl,obl:arg,,67,70.0,[],"[68, 69, 70, 71]",orner,61,_,_,800,415,800,[],[],[],[],['deux tours polygones'],['deux tours polygones'],['FAC'],False,True,False,10
"Il ne contemplerait ni les chefs - d’ œuvre d’ Éléphanta, ni ses mystérieux hypogées, cachés au sud-est de la rade, ni les grottes Kanhérie de l’ île Salcette, ces admirables restes de l’ architecture bouddhiste  !",Il,contemplerait,,nsubj,root,,1.0,3,,[1],[],contempler,0,_,_,801,415,801,['1'],[],['1'],[],[],[],[],True,False,False,10
"Il ne contemplerait ni les chefs - d’ œuvre d’ Éléphanta, ni ses mystérieux hypogées, cachés au sud-est de la rade, ni les grottes Kanhérie de l’ île Salcette, ces admirables restes de l’ architecture bouddhiste  !",,cachés,au sud-est de la rade,,acl,obl:mod,,18,20.0,[],"[19, 20, 21, 22, 23]",cacher,16,_,_,801,415,801,[],[],[],[],[],[],[],False,False,False,10
"En sortant du bureau des passeports, Phileas Fogg se rendit tranquillement à la gare, et là il se fit servir à dîner.",Phileas Fogg,sortant,du bureau des passeports,nsubj,advcl,obl:arg,8.0,2,4.0,"[8, 9]","[3, 4, 5, 6]",sortir,11,_,_,803,416,803,['3'],[],['3'],[],['du bureau des passeports'],['du bureau des passeports'],['FAC'],True,True,True,10
"En sortant du bureau des passeports, Phileas Fogg se rendit tranquillement à la gare, et là il se fit servir à dîner.",Phileas Fogg,rendit,se,nsubj,root,expl:comp,8.0,11,10.0,"[8, 9]",[10],rendre,0,_,_,803,416,803,['3'],[],['3'],[],[],[],[],True,False,False,10
"En sortant du bureau des passeports, Phileas Fogg se rendit tranquillement à la gare, et là il se fit servir à dîner.",Phileas Fogg,rendit,à la gare,nsubj,root,obl:arg,8.0,11,15.0,"[8, 9]","[13, 14, 15]",rendre,0,_,_,803,416,803,['3'],[],['3'],[],['la gare'],['la gare'],['FAC'],True,True,True,10
"En sortant du bureau des passeports, Phileas Fogg se rendit tranquillement à la gare, et là il se fit servir à dîner.",il,servir,se,nsubj,conj,obj,19.0,22,20.0,[19],[20],servir,11,_,_,803,416,803,['3'],[],['3'],[],[],[],[],True,False,False,10
"En sortant du bureau des passeports, Phileas Fogg se rendit tranquillement à la gare, et là il se fit servir à dîner.",il,servir,à dîner,nsubj,conj,obl:mod,19.0,22,24.0,[19],"[23, 24]",servir,11,_,_,803,416,803,['3'],[],['3'],[],[],[],[],True,False,False,10
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",le maître d’hôtel,crut,Entre autres mets,nsubj,root,obl:mod,6.0,9,3.0,"[5, 6, 7, 8]","[1, 2, 3]",croire,0,_,_,804,416,804,['31'],[],['31'],[],[],[],[],True,False,False,10
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",le maître d’hôtel,devoir,,nsubj,xcomp,,6.0,10,,"[5, 6, 7, 8]",[],devoir,9,_,_,804,416,804,['31'],[],['31'],[],[],[],[],True,False,False,10
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",,recommander,lui,,xcomp,iobj,,12,11.0,[],[11],recommander,10,_,_,804,416,804,[],['3'],['3'],[],[],[],[],True,False,False,10
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",,recommander,une certaine gibelotte,,xcomp,obj,,12,15.0,[],"[13, 14, 15]",recommander,10,_,_,804,416,804,[],[],[],[],[],[],[],False,False,False,10
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",il,dit,dont,nsubj,acl:relcl,iobj,26.0,28,25.0,[26],[25],dire,22,_,_,804,416,804,['31'],[],['31'],[],[],[],[],True,False,False,10
"Entre autres mets, le maître d’ hôtel crut devoir lui recommander une certaine gibelotte de«   lapin du pays  », dont il lui dit merveille.",il,dit,lui,nsubj,acl:relcl,iobj,26.0,28,27.0,[26],[27],dire,22,_,_,804,416,804,['31'],['3'],"['31', '3']",[],[],[],[],True,False,False,10
